Predictor variable,Categorical,Sample average
tev_acc500m,false,6035.863795110594
tev_dem500m,false,147.83585564610013
tev_dir500m,false,16.20954598370198
tev_landuse500m1,false,33.0046565774156
tev_topoindex500m,false,14.723956352340467
