X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
261881.35259455,4830248.7961362,train,2.44581259807593E-4,66.28944226903864,0.6252295470371583
261881.35259455,4829748.7961362,train,4.299220558318009E-5,14.491077728579835,0.22675538213377308
261881.35259455,4829248.7961362,train,1.2360876253250699E-4,45.20465250995922,0.4574479237793217
262381.35259455,4829248.7961362,train,4.707260263088588E-5,15.402347775582768,0.24304608205909287
262881.35259455,4829248.7961362,train,7.808873054167674E-5,26.48155981651375,0.3475339590961677
262381.35259455,4828748.7961362,train,1.0018044071232558E-4,36.84016167086546,0.40594131810806805
262881.35259455,4828748.7961362,train,5.3206544372167195E-5,16.834997604212862,0.266283524738243
263381.35259455,4828248.7961362,train,1.191600529800557E-4,43.66003682675586,0.4483660079105318
263881.35259455,4828248.7961362,train,3.2965803311091254E-4,73.75371705465743,0.692176282572709
264381.35259455,4828248.7961362,train,1.0174694899028915E-4,37.420866849252285,0.4096884098310549
264881.35259455,4828248.7961362,train,1.236098579150517E-4,45.204923336354504,0.45745012314724814
265881.35259455,4828248.7961362,train,1.458802150197291E-4,50.763557093264914,0.49876084746019717
266381.35259455,4828248.7961362,train,1.836578056571177E-4,57.64492512716259,0.5560958014522965
266881.35259455,4827748.7961362,train,1.2314467511205328E-4,45.08990983509239,0.45651449720112497
267881.35259455,4827248.7961362,train,2.567966948015392E-4,67.52746780704197,0.6365779950604212
267881.35259455,4826748.7961362,train,1.2945193877839374E-4,46.921315173029264,0.4689318823672394
268381.35259455,4826748.7961362,train,2.776697455852117E-4,69.71908994662375,0.6544572691939778
267881.35259455,4826248.7961362,train,1.0286152060488435E-4,37.838623392475164,0.4123258151315581
268381.35259455,4826248.7961362,train,2.8028180563932154E-4,69.87547744772506,0.6565715959360943
268381.35259455,4825748.7961362,train,3.846099159076755E-4,77.53428754882933,0.7240193082453135
267381.35259455,4825248.7961362,train,1.5135056312314918E-4,51.94749172067249,0.5079634005408248
267881.35259455,4825248.7961362,train,1.0797759817039214E-4,39.8000577850064,0.42413567863581564
268381.35259455,4825248.7961362,train,1.29960117229329E-4,47.06665143748319,0.4699077006311153
267881.35259455,4824748.7961362,train,1.0343355413453585E-4,37.98385414318529,0.4136702846997462
268381.35259455,4824748.7961362,train,1.8464910270458878E-4,57.82336372556482,0.557424210090167
268881.35259455,4824748.7961362,train,2.3180738196600616E-4,64.80016690241682,0.6125786107433382
268381.35259455,4824248.7961362,train,1.2970445948842167E-4,46.9901454274256,0.4694172282478698
268881.35259455,4824248.7961362,train,1.1831881910373326E-4,43.38625753571085,0.4466143607465403
269381.35259455,4824248.7961362,train,1.1748134057260211E-4,43.066906156094255,0.4448594481449799
269881.35259455,4824248.7961362,train,3.803968059773885E-4,77.06047401823616,0.7218129840978715
270381.35259455,4824248.7961362,train,1.5501461285333295E-4,52.67165497646093,0.5139406181939022
269381.35259455,4823748.7961362,train,3.0850358754581697E-4,72.16351732818478,0.677867963487643
269881.35259455,4823748.7961362,train,1.0988452612564047E-4,40.46091481684889,0.4284170675675449
270381.35259455,4823748.7961362,train,4.336390506362306E-4,80.91634868465735,0.7473389658486465
