Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,tev_acc500m contribution,tev_controlstruct500m1 contribution,tev_dem500m contribution,tev_dir500m contribution,tev_landuse500m1 contribution,tev_acc500m permutation importance,tev_controlstruct500m1 permutation importance,tev_dem500m permutation importance,tev_dir500m permutation importance,tev_landuse500m1 permutation importance,Training gain without tev_acc500m,Training gain without tev_controlstruct500m1,Training gain without tev_dem500m,Training gain without tev_dir500m,Training gain without tev_landuse500m1,Training gain with only tev_acc500m,Training gain with only tev_controlstruct500m1,Training gain with only tev_dem500m,Training gain with only tev_dir500m,Training gain with only tev_landuse500m1,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
flood,4,0.9924,1.1460,60,0.8750,16,0.0000,0.0000,100.0000,0.0000,0.0000,0.0000,0.0000,100.0000,0.0000,0.0000,0.9924,0.9924,0.1432,0.9924,0.9924,0.0000,0.0791,0.9924,0.1197,0.0000,1.7802,0.1818,1.0000,0.0789,0.4375,0.0000,5.0000,0.2193,0.3750,0.0000,10.0000,0.4054,0.3125,0.0000,31.8508,0.4401,0.2500,0.0000,31.8508,0.4401,0.2500,0.0000,31.8508,0.4401,0.2500,0.2500,31.8508,0.4401,0.2500,0.0000,2.3658,0.0789,0.4375,0.0000,18.6005,0.4054,0.3125,0.0000
