Predictor variable,Categorical,Sample average
tev_acc500m,false,6418.763096623981
tev_dem500m,false,145.80209545983703
tev_dir500m,false,15.928987194412107
tev_landuse500m1,false,33.22700814901048
tev_topoindex500m,false,14.885011051808581
