species,dd long,dd lat
flood,322881.35259455,4705748.79613620
flood,323381.35259455,4705748.79613620
flood,323881.35259455,4705748.79613620
flood,316881.35259455,4705248.79613620
flood,317381.35259455,4705248.79613620
flood,317881.35259455,4705248.79613620
flood,318881.35259455,4705248.79613620
flood,319381.35259455,4705248.79613620
flood,319881.35259455,4705248.79613620
flood,320381.35259455,4705248.79613620
flood,320881.35259455,4705248.79613620
flood,321381.35259455,4705248.79613620
flood,321881.35259455,4705248.79613620
flood,322381.35259455,4705248.79613620
flood,322881.35259455,4705248.79613620
flood,323381.35259455,4705248.79613620
flood,323881.35259455,4705248.79613620
flood,283881.35259455,4704748.79613620
flood,284381.35259455,4704748.79613620
flood,284881.35259455,4704748.79613620
flood,285381.35259455,4704748.79613620
flood,289381.35259455,4704748.79613620
flood,316881.35259455,4704748.79613620
flood,317381.35259455,4704748.79613620
flood,317881.35259455,4704748.79613620
flood,318881.35259455,4704748.79613620
flood,319381.35259455,4704748.79613620
flood,319881.35259455,4704748.79613620
flood,320381.35259455,4704748.79613620
flood,320881.35259455,4704748.79613620
flood,321381.35259455,4704748.79613620
flood,321881.35259455,4704748.79613620
flood,322381.35259455,4704748.79613620
flood,322881.35259455,4704748.79613620
flood,323381.35259455,4704748.79613620
flood,323881.35259455,4704748.79613620
flood,285881.35259455,4704248.79613620
flood,288381.35259455,4704248.79613620
flood,288881.35259455,4704248.79613620
flood,317381.35259455,4704248.79613620
flood,317881.35259455,4704248.79613620
flood,318381.35259455,4704248.79613620
flood,318881.35259455,4704248.79613620
flood,319381.35259455,4704248.79613620
flood,319881.35259455,4704248.79613620
flood,320381.35259455,4704248.79613620
flood,320881.35259455,4704248.79613620
flood,321381.35259455,4704248.79613620
flood,321881.35259455,4704248.79613620
flood,322381.35259455,4704248.79613620
flood,322881.35259455,4704248.79613620
flood,323381.35259455,4704248.79613620
flood,323881.35259455,4704248.79613620
flood,285381.35259455,4703748.79613620
flood,285881.35259455,4703748.79613620
flood,287381.35259455,4703748.79613620
flood,287881.35259455,4703748.79613620
flood,317381.35259455,4703748.79613620
flood,317881.35259455,4703748.79613620
flood,318381.35259455,4703748.79613620
flood,318881.35259455,4703748.79613620
flood,319881.35259455,4703748.79613620
flood,320381.35259455,4703748.79613620
flood,320881.35259455,4703748.79613620
flood,321381.35259455,4703748.79613620
flood,321881.35259455,4703748.79613620
flood,322381.35259455,4703748.79613620
flood,322881.35259455,4703748.79613620
flood,323381.35259455,4703748.79613620
flood,323881.35259455,4703748.79613620
flood,324381.35259455,4703748.79613620
flood,285381.35259455,4703248.79613620
flood,285881.35259455,4703248.79613620
flood,287381.35259455,4703248.79613620
flood,287881.35259455,4703248.79613620
flood,317381.35259455,4703248.79613620
flood,317881.35259455,4703248.79613620
flood,318381.35259455,4703248.79613620
flood,318881.35259455,4703248.79613620
flood,319381.35259455,4703248.79613620
flood,319881.35259455,4703248.79613620
flood,320381.35259455,4703248.79613620
flood,320881.35259455,4703248.79613620
flood,321381.35259455,4703248.79613620
flood,321881.35259455,4703248.79613620
flood,322381.35259455,4703248.79613620
flood,322881.35259455,4703248.79613620
flood,323381.35259455,4703248.79613620
flood,323881.35259455,4703248.79613620
flood,324381.35259455,4703248.79613620
flood,286381.35259455,4702748.79613620
flood,286881.35259455,4702748.79613620
flood,287381.35259455,4702748.79613620
flood,317881.35259455,4702748.79613620
flood,318381.35259455,4702748.79613620
flood,318881.35259455,4702748.79613620
flood,319381.35259455,4702748.79613620
flood,319881.35259455,4702748.79613620
flood,320381.35259455,4702748.79613620
flood,320881.35259455,4702748.79613620
flood,321381.35259455,4702748.79613620
flood,321881.35259455,4702748.79613620
flood,322381.35259455,4702748.79613620
flood,322881.35259455,4702748.79613620
flood,323381.35259455,4702748.79613620
flood,323881.35259455,4702748.79613620
flood,324381.35259455,4702748.79613620
flood,286881.35259455,4702248.79613620
flood,287381.35259455,4702248.79613620
flood,317381.35259455,4702248.79613620
flood,317881.35259455,4702248.79613620
flood,318381.35259455,4702248.79613620
flood,318881.35259455,4702248.79613620
flood,319381.35259455,4702248.79613620
flood,319881.35259455,4702248.79613620
flood,320381.35259455,4702248.79613620
flood,320881.35259455,4702248.79613620
flood,321381.35259455,4702248.79613620
flood,321881.35259455,4702248.79613620
flood,322381.35259455,4702248.79613620
flood,322881.35259455,4702248.79613620
flood,323881.35259455,4702248.79613620
flood,287381.35259455,4701748.79613620
flood,317381.35259455,4701748.79613620
flood,317881.35259455,4701748.79613620
flood,318381.35259455,4701748.79613620
flood,318881.35259455,4701748.79613620
flood,319381.35259455,4701748.79613620
flood,319881.35259455,4701748.79613620
flood,320381.35259455,4701748.79613620
flood,320881.35259455,4701748.79613620
flood,321381.35259455,4701748.79613620
flood,321881.35259455,4701748.79613620
flood,322381.35259455,4701748.79613620
flood,322881.35259455,4701748.79613620
flood,323381.35259455,4701748.79613620
flood,323881.35259455,4701748.79613620
flood,287381.35259455,4701248.79613620
flood,317381.35259455,4701248.79613620
flood,317881.35259455,4701248.79613620
flood,318381.35259455,4701248.79613620
flood,319881.35259455,4701248.79613620
flood,320381.35259455,4701248.79613620
flood,320881.35259455,4701248.79613620
flood,321381.35259455,4701248.79613620
flood,321881.35259455,4701248.79613620
flood,322381.35259455,4701248.79613620
flood,322881.35259455,4701248.79613620
flood,323381.35259455,4701248.79613620
flood,323881.35259455,4701248.79613620
flood,287381.35259455,4700748.79613620
flood,287881.35259455,4700748.79613620
flood,288381.35259455,4700748.79613620
flood,290381.35259455,4700748.79613620
flood,317381.35259455,4700748.79613620
flood,317881.35259455,4700748.79613620
flood,318381.35259455,4700748.79613620
flood,318881.35259455,4700748.79613620
flood,319381.35259455,4700748.79613620
flood,319881.35259455,4700748.79613620
flood,320381.35259455,4700748.79613620
flood,320881.35259455,4700748.79613620
flood,321381.35259455,4700748.79613620
flood,321881.35259455,4700748.79613620
flood,322381.35259455,4700748.79613620
flood,322881.35259455,4700748.79613620
flood,323381.35259455,4700748.79613620
flood,323881.35259455,4700748.79613620
flood,287381.35259455,4700248.79613620
flood,287881.35259455,4700248.79613620
flood,288381.35259455,4700248.79613620
flood,288881.35259455,4700248.79613620
flood,289381.35259455,4700248.79613620
flood,289881.35259455,4700248.79613620
flood,290381.35259455,4700248.79613620
flood,290881.35259455,4700248.79613620
flood,291381.35259455,4700248.79613620
flood,317381.35259455,4700248.79613620
flood,318381.35259455,4700248.79613620
flood,318881.35259455,4700248.79613620
flood,319381.35259455,4700248.79613620
flood,319881.35259455,4700248.79613620
flood,320381.35259455,4700248.79613620
flood,320881.35259455,4700248.79613620
flood,321381.35259455,4700248.79613620
flood,321881.35259455,4700248.79613620
flood,322381.35259455,4700248.79613620
flood,322881.35259455,4700248.79613620
flood,288381.35259455,4699748.79613620
flood,289381.35259455,4699748.79613620
flood,289881.35259455,4699748.79613620
flood,290381.35259455,4699748.79613620
flood,290881.35259455,4699748.79613620
flood,291381.35259455,4699748.79613620
flood,317381.35259455,4699748.79613620
flood,317881.35259455,4699748.79613620
flood,318381.35259455,4699748.79613620
flood,319381.35259455,4699748.79613620
flood,319881.35259455,4699748.79613620
flood,320381.35259455,4699748.79613620
flood,320881.35259455,4699748.79613620
flood,321381.35259455,4699748.79613620
flood,321881.35259455,4699748.79613620
flood,322381.35259455,4699748.79613620
flood,289881.35259455,4699248.79613620
flood,290381.35259455,4699248.79613620
flood,290881.35259455,4699248.79613620
flood,317881.35259455,4699248.79613620
flood,318381.35259455,4699248.79613620
flood,319881.35259455,4699248.79613620
flood,320381.35259455,4699248.79613620
flood,320881.35259455,4699248.79613620
flood,321381.35259455,4699248.79613620
flood,321881.35259455,4699248.79613620
flood,322381.35259455,4699248.79613620
flood,289881.35259455,4698748.79613620
flood,290381.35259455,4698748.79613620
flood,290881.35259455,4698748.79613620
flood,317881.35259455,4698748.79613620
flood,318381.35259455,4698748.79613620
flood,319381.35259455,4698748.79613620
flood,319881.35259455,4698748.79613620
flood,320381.35259455,4698748.79613620
flood,320881.35259455,4698748.79613620
flood,321381.35259455,4698748.79613620
flood,321881.35259455,4698748.79613620
flood,322381.35259455,4698748.79613620
flood,289881.35259455,4698248.79613620
flood,290381.35259455,4698248.79613620
flood,290881.35259455,4698248.79613620
flood,318381.35259455,4698248.79613620
flood,319381.35259455,4698248.79613620
flood,319881.35259455,4698248.79613620
flood,320381.35259455,4698248.79613620
flood,320881.35259455,4698248.79613620
flood,321381.35259455,4698248.79613620
flood,321881.35259455,4698248.79613620
flood,322381.35259455,4698248.79613620
flood,322881.35259455,4698248.79613620
flood,289381.35259455,4697748.79613620
flood,289881.35259455,4697748.79613620
flood,290381.35259455,4697748.79613620
flood,290881.35259455,4697748.79613620
flood,319381.35259455,4697748.79613620
flood,319881.35259455,4697748.79613620
flood,320381.35259455,4697748.79613620
flood,320881.35259455,4697748.79613620
flood,321381.35259455,4697748.79613620
flood,321881.35259455,4697748.79613620
flood,322381.35259455,4697748.79613620
flood,322881.35259455,4697748.79613620
flood,341881.35259455,4697748.79613620
flood,288881.35259455,4697248.79613620
flood,289381.35259455,4697248.79613620
flood,289881.35259455,4697248.79613620
flood,290381.35259455,4697248.79613620
flood,319881.35259455,4697248.79613620
flood,320381.35259455,4697248.79613620
flood,320881.35259455,4697248.79613620
flood,321381.35259455,4697248.79613620
flood,321881.35259455,4697248.79613620
flood,322381.35259455,4697248.79613620
flood,340381.35259455,4697248.79613620
flood,340881.35259455,4697248.79613620
flood,288881.35259455,4696748.79613620
flood,289381.35259455,4696748.79613620
flood,289881.35259455,4696748.79613620
flood,290381.35259455,4696748.79613620
flood,319881.35259455,4696748.79613620
flood,320381.35259455,4696748.79613620
flood,320881.35259455,4696748.79613620
flood,321381.35259455,4696748.79613620
flood,321881.35259455,4696748.79613620
flood,322381.35259455,4696748.79613620
flood,322881.35259455,4696748.79613620
flood,323381.35259455,4696748.79613620
flood,324381.35259455,4696748.79613620
flood,339881.35259455,4696748.79613620
flood,288881.35259455,4696248.79613620
flood,289381.35259455,4696248.79613620
flood,289881.35259455,4696248.79613620
flood,290381.35259455,4696248.79613620
flood,290881.35259455,4696248.79613620
flood,291381.35259455,4696248.79613620
flood,320381.35259455,4696248.79613620
flood,320881.35259455,4696248.79613620
flood,321381.35259455,4696248.79613620
flood,321881.35259455,4696248.79613620
flood,322381.35259455,4696248.79613620
flood,322881.35259455,4696248.79613620
flood,323381.35259455,4696248.79613620
flood,323881.35259455,4696248.79613620
flood,324381.35259455,4696248.79613620
flood,289381.35259455,4695748.79613620
flood,289881.35259455,4695748.79613620
flood,290381.35259455,4695748.79613620
flood,290881.35259455,4695748.79613620
flood,291381.35259455,4695748.79613620
flood,321881.35259455,4695748.79613620
flood,322381.35259455,4695748.79613620
flood,322881.35259455,4695748.79613620
flood,323881.35259455,4695748.79613620
flood,325881.35259455,4695748.79613620
flood,327381.35259455,4695748.79613620
flood,327881.35259455,4695748.79613620
flood,338881.35259455,4695748.79613620
flood,289381.35259455,4695248.79613620
flood,289881.35259455,4695248.79613620
flood,290381.35259455,4695248.79613620
flood,290881.35259455,4695248.79613620
flood,291381.35259455,4695248.79613620
flood,328881.35259455,4695248.79613620
flood,329381.35259455,4695248.79613620
flood,330381.35259455,4695248.79613620
flood,337881.35259455,4695248.79613620
flood,289881.35259455,4694748.79613620
flood,290381.35259455,4694748.79613620
flood,290881.35259455,4694748.79613620
flood,291381.35259455,4694748.79613620
flood,290381.35259455,4694248.79613620
flood,290881.35259455,4694248.79613620
flood,291381.35259455,4694248.79613620
flood,331381.35259455,4694248.79613620
flood,337381.35259455,4694248.79613620
flood,290381.35259455,4693748.79613620
flood,290881.35259455,4693748.79613620
flood,291381.35259455,4693748.79613620
flood,335881.35259455,4693748.79613620
flood,336381.35259455,4693748.79613620
flood,336881.35259455,4693748.79613620
flood,290381.35259455,4693248.79613620
flood,290881.35259455,4693248.79613620
flood,291381.35259455,4693248.79613620
flood,332881.35259455,4693248.79613620
flood,333881.35259455,4693248.79613620
flood,334381.35259455,4693248.79613620
flood,334881.35259455,4693248.79613620
flood,335381.35259455,4693248.79613620
flood,335881.35259455,4693248.79613620
flood,336381.35259455,4693248.79613620
flood,336881.35259455,4693248.79613620
flood,289881.35259455,4692748.79613620
flood,290381.35259455,4692748.79613620
flood,290881.35259455,4692748.79613620
flood,291381.35259455,4692748.79613620
flood,291881.35259455,4692748.79613620
flood,333381.35259455,4692748.79613620
flood,333881.35259455,4692748.79613620
flood,334381.35259455,4692748.79613620
flood,334881.35259455,4692748.79613620
flood,335381.35259455,4692748.79613620
flood,335881.35259455,4692748.79613620
flood,290381.35259455,4692248.79613620
flood,290881.35259455,4692248.79613620
flood,291381.35259455,4692248.79613620
flood,291881.35259455,4692248.79613620
flood,334381.35259455,4692248.79613620
flood,334881.35259455,4692248.79613620
flood,335381.35259455,4692248.79613620
flood,290381.35259455,4691748.79613620
flood,290881.35259455,4691748.79613620
flood,291381.35259455,4691748.79613620
flood,291881.35259455,4691748.79613620
flood,290881.35259455,4691248.79613620
flood,291381.35259455,4691248.79613620
flood,290881.35259455,4690748.79613620
flood,291381.35259455,4690748.79613620
flood,292381.35259455,4690748.79613620
flood,290881.35259455,4690248.79613620
flood,291381.35259455,4690248.79613620
flood,291381.35259455,4689748.79613620
flood,291881.35259455,4689248.79613620
flood,292381.35259455,4688748.79613620
flood,292881.35259455,4688748.79613620
flood,291881.35259455,4688248.79613620
flood,292381.35259455,4688248.79613620
flood,292881.35259455,4688248.79613620
flood,292381.35259455,4687748.79613620
flood,289881.35259455,4687248.79613620
flood,290381.35259455,4687248.79613620
flood,290881.35259455,4687248.79613620
flood,291381.35259455,4687248.79613620
flood,291881.35259455,4687248.79613620
flood,292381.35259455,4687248.79613620
flood,289381.35259455,4686748.79613620
flood,291881.35259455,4686748.79613620
flood,292381.35259455,4686748.79613620
flood,292881.35259455,4686248.79613620
flood,293881.35259455,4685748.79613620
flood,294381.35259455,4685748.79613620
flood,294881.35259455,4685748.79613620
flood,295381.35259455,4685748.79613620
flood,295881.35259455,4685748.79613620
flood,296881.35259455,4685748.79613620
flood,297381.35259455,4685748.79613620
flood,293881.35259455,4685248.79613620
flood,294381.35259455,4685248.79613620
flood,294881.35259455,4685248.79613620
flood,295381.35259455,4685248.79613620
flood,295881.35259455,4685248.79613620
flood,296381.35259455,4685248.79613620
flood,296881.35259455,4685248.79613620
flood,297381.35259455,4685248.79613620
flood,297881.35259455,4685248.79613620
flood,298381.35259455,4685248.79613620
flood,294381.35259455,4684748.79613620
flood,294881.35259455,4684748.79613620
flood,295381.35259455,4684748.79613620
flood,296381.35259455,4684748.79613620
flood,296881.35259455,4684748.79613620
flood,297381.35259455,4684748.79613620
flood,297881.35259455,4684748.79613620
flood,298381.35259455,4684748.79613620
flood,298881.35259455,4684748.79613620
flood,299381.35259455,4684748.79613620
flood,299881.35259455,4684748.79613620
flood,296881.35259455,4684248.79613620
flood,297381.35259455,4684248.79613620
flood,297881.35259455,4684248.79613620
flood,298381.35259455,4684248.79613620
flood,298881.35259455,4684248.79613620
flood,299381.35259455,4684248.79613620
flood,299881.35259455,4684248.79613620
flood,300381.35259455,4684248.79613620
flood,300881.35259455,4684248.79613620
flood,296881.35259455,4683748.79613620
flood,297381.35259455,4683748.79613620
flood,297881.35259455,4683748.79613620
flood,298381.35259455,4683748.79613620
flood,298881.35259455,4683748.79613620
flood,299381.35259455,4683748.79613620
flood,299881.35259455,4683748.79613620
flood,300381.35259455,4683748.79613620
flood,300881.35259455,4683748.79613620
flood,301381.35259455,4683748.79613620
flood,301881.35259455,4683748.79613620
flood,297381.35259455,4683248.79613620
flood,297881.35259455,4683248.79613620
flood,298381.35259455,4683248.79613620
flood,298881.35259455,4683248.79613620
flood,299381.35259455,4683248.79613620
flood,299881.35259455,4683248.79613620
flood,300381.35259455,4683248.79613620
flood,300881.35259455,4683248.79613620
flood,301381.35259455,4683248.79613620
flood,301881.35259455,4683248.79613620
flood,302381.35259455,4683248.79613620
flood,302881.35259455,4683248.79613620
flood,298381.35259455,4682748.79613620
flood,298881.35259455,4682748.79613620
flood,299381.35259455,4682748.79613620
flood,299881.35259455,4682748.79613620
flood,300381.35259455,4682748.79613620
flood,300881.35259455,4682748.79613620
flood,301381.35259455,4682748.79613620
flood,301881.35259455,4682748.79613620
flood,302381.35259455,4682748.79613620
flood,302881.35259455,4682748.79613620
flood,299381.35259455,4682248.79613620
flood,299881.35259455,4682248.79613620
flood,300381.35259455,4682248.79613620
flood,300881.35259455,4682248.79613620
flood,301381.35259455,4682248.79613620
flood,301881.35259455,4682248.79613620
flood,302381.35259455,4682248.79613620
flood,302881.35259455,4682248.79613620
flood,300881.35259455,4681748.79613620
flood,301381.35259455,4681748.79613620
flood,301881.35259455,4681748.79613620
flood,302381.35259455,4681748.79613620
flood,302881.35259455,4681748.79613620
flood,303381.35259455,4681748.79613620
flood,303881.35259455,4681748.79613620
flood,302881.35259455,4681248.79613620
flood,303381.35259455,4681248.79613620
flood,303881.35259455,4681248.79613620
flood,303381.35259455,4680748.79613620
flood,303881.35259455,4680748.79613620
flood,304381.35259455,4680748.79613620
flood,303881.35259455,4680248.79613620
flood,304381.35259455,4680248.79613620
flood,304881.35259455,4680248.79613620
flood,303881.35259455,4679748.79613620
flood,304381.35259455,4679748.79613620
flood,304381.35259455,4679248.79613620
flood,304881.35259455,4679248.79613620
flood,304381.35259455,4678748.79613620
flood,302381.35259455,4678248.79613620
flood,302881.35259455,4678248.79613620
flood,303381.35259455,4678248.79613620
flood,302381.35259455,4677748.79613620
flood,303381.35259455,4677748.79613620
flood,303881.35259455,4677748.79613620
flood,304381.35259455,4677748.79613620
flood,302381.35259455,4677248.79613620
flood,303881.35259455,4677248.79613620
flood,304381.35259455,4677248.79613620
flood,302381.35259455,4676748.79613620
flood,302381.35259455,4676248.79613620
flood,303381.35259455,4676248.79613620
flood,303881.35259455,4676248.79613620
flood,302881.35259455,4675748.79613620
flood,302881.35259455,4675248.79613620
flood,302881.35259455,4674748.79613620
flood,302881.35259455,4674248.79613620
flood,302381.35259455,4673748.79613620
flood,302881.35259455,4673748.79613620
flood,302881.35259455,4673248.79613620
flood,303381.35259455,4673248.79613620
flood,302881.35259455,4672748.79613620
flood,303381.35259455,4672748.79613620
flood,303881.35259455,4672248.79613620
flood,303881.35259455,4671748.79613620
flood,304381.35259455,4671748.79613620
flood,304381.35259455,4671248.79613620
flood,304881.35259455,4671248.79613620
flood,304381.35259455,4670748.79613620
flood,304881.35259455,4670748.79613620
flood,305381.35259455,4670748.79613620
flood,304381.35259455,4670248.79613620
flood,304881.35259455,4670248.79613620
flood,305381.35259455,4670248.79613620
flood,304381.35259455,4669748.79613620
flood,304881.35259455,4669748.79613620
flood,305381.35259455,4669748.79613620
flood,304881.35259455,4669248.79613620
flood,305381.35259455,4669248.79613620
flood,303381.35259455,4668748.79613620
flood,303881.35259455,4668748.79613620
flood,304381.35259455,4668748.79613620
flood,304881.35259455,4668748.79613620
flood,303381.35259455,4668248.79613620
flood,303881.35259455,4668248.79613620
flood,304381.35259455,4668248.79613620
flood,304881.35259455,4668248.79613620
flood,302881.35259455,4667748.79613620
flood,303381.35259455,4667748.79613620
flood,303881.35259455,4667748.79613620
flood,304381.35259455,4667748.79613620
flood,304881.35259455,4667748.79613620
flood,302381.35259455,4667248.79613620
flood,302881.35259455,4667248.79613620
flood,303381.35259455,4667248.79613620
flood,303881.35259455,4667248.79613620
flood,304381.35259455,4667248.79613620
flood,304881.35259455,4667248.79613620
flood,305381.35259455,4667248.79613620
flood,302381.35259455,4666748.79613620
flood,302881.35259455,4666748.79613620
flood,303381.35259455,4666748.79613620
flood,303881.35259455,4666748.79613620
flood,304381.35259455,4666748.79613620
flood,304881.35259455,4666748.79613620
flood,301881.35259455,4666248.79613620
flood,302381.35259455,4666248.79613620
flood,302881.35259455,4666248.79613620
flood,303381.35259455,4666248.79613620
flood,303881.35259455,4666248.79613620
flood,304381.35259455,4666248.79613620
flood,304881.35259455,4666248.79613620
flood,301881.35259455,4665748.79613620
flood,302381.35259455,4665748.79613620
flood,302881.35259455,4665748.79613620
flood,303381.35259455,4665748.79613620
flood,303881.35259455,4665748.79613620
flood,304381.35259455,4665748.79613620
flood,304881.35259455,4665748.79613620
flood,300881.35259455,4665248.79613620
flood,301381.35259455,4665248.79613620
flood,301881.35259455,4665248.79613620
flood,302381.35259455,4665248.79613620
flood,302881.35259455,4665248.79613620
flood,303381.35259455,4665248.79613620
flood,303881.35259455,4665248.79613620
flood,304381.35259455,4665248.79613620
flood,300381.35259455,4664748.79613620
flood,300881.35259455,4664748.79613620
flood,301381.35259455,4664748.79613620
flood,301881.35259455,4664748.79613620
flood,302381.35259455,4664748.79613620
flood,302881.35259455,4664748.79613620
flood,303381.35259455,4664748.79613620
flood,303881.35259455,4664748.79613620
flood,304381.35259455,4664748.79613620
flood,304881.35259455,4664748.79613620
flood,300381.35259455,4664248.79613620
flood,300881.35259455,4664248.79613620
flood,301381.35259455,4664248.79613620
flood,301881.35259455,4664248.79613620
flood,302381.35259455,4664248.79613620
flood,302881.35259455,4664248.79613620
flood,303381.35259455,4664248.79613620
flood,303881.35259455,4664248.79613620
flood,299881.35259455,4663748.79613620
flood,300381.35259455,4663748.79613620
flood,300881.35259455,4663748.79613620
flood,301381.35259455,4663748.79613620
flood,301881.35259455,4663748.79613620
flood,302381.35259455,4663748.79613620
flood,302881.35259455,4663748.79613620
flood,303881.35259455,4663748.79613620
flood,299381.35259455,4663248.79613620
flood,299881.35259455,4663248.79613620
flood,300381.35259455,4663248.79613620
flood,300881.35259455,4663248.79613620
flood,301381.35259455,4663248.79613620
flood,301881.35259455,4663248.79613620
flood,302381.35259455,4663248.79613620
flood,302881.35259455,4663248.79613620
flood,303381.35259455,4663248.79613620
flood,299381.35259455,4662748.79613620
flood,299881.35259455,4662748.79613620
flood,300381.35259455,4662748.79613620
flood,300881.35259455,4662748.79613620
flood,301381.35259455,4662748.79613620
flood,301881.35259455,4662748.79613620
flood,302381.35259455,4662748.79613620
flood,302881.35259455,4662748.79613620
flood,303381.35259455,4662748.79613620
flood,298381.35259455,4662248.79613620
flood,298881.35259455,4662248.79613620
flood,299381.35259455,4662248.79613620
flood,299881.35259455,4662248.79613620
flood,300381.35259455,4662248.79613620
flood,300881.35259455,4662248.79613620
flood,301381.35259455,4662248.79613620
flood,301881.35259455,4662248.79613620
flood,302381.35259455,4662248.79613620
flood,297881.35259455,4661748.79613620
flood,298381.35259455,4661748.79613620
flood,298881.35259455,4661748.79613620
flood,299381.35259455,4661748.79613620
flood,299881.35259455,4661748.79613620
flood,300381.35259455,4661748.79613620
flood,300881.35259455,4661748.79613620
flood,301381.35259455,4661748.79613620
flood,301881.35259455,4661748.79613620
flood,297381.35259455,4661248.79613620
flood,297881.35259455,4661248.79613620
flood,298381.35259455,4661248.79613620
flood,298881.35259455,4661248.79613620
flood,299381.35259455,4661248.79613620
flood,299881.35259455,4661248.79613620
flood,300381.35259455,4661248.79613620
flood,300881.35259455,4661248.79613620
flood,301381.35259455,4661248.79613620
flood,301881.35259455,4661248.79613620
flood,296881.35259455,4660748.79613620
flood,297381.35259455,4660748.79613620
flood,297881.35259455,4660748.79613620
flood,298381.35259455,4660748.79613620
flood,298881.35259455,4660748.79613620
flood,299381.35259455,4660748.79613620
flood,299881.35259455,4660748.79613620
flood,300381.35259455,4660748.79613620
flood,300881.35259455,4660748.79613620
flood,301381.35259455,4660748.79613620
flood,296381.35259455,4660248.79613620
flood,296881.35259455,4660248.79613620
flood,297381.35259455,4660248.79613620
flood,297881.35259455,4660248.79613620
flood,298381.35259455,4660248.79613620
flood,298881.35259455,4660248.79613620
flood,299381.35259455,4660248.79613620
flood,299881.35259455,4660248.79613620
flood,300381.35259455,4660248.79613620
flood,300881.35259455,4660248.79613620
flood,301381.35259455,4660248.79613620
flood,295881.35259455,4659748.79613620
flood,296381.35259455,4659748.79613620
flood,296881.35259455,4659748.79613620
flood,297381.35259455,4659748.79613620
flood,297881.35259455,4659748.79613620
flood,298381.35259455,4659748.79613620
flood,298881.35259455,4659748.79613620
flood,299381.35259455,4659748.79613620
flood,299881.35259455,4659748.79613620
flood,300381.35259455,4659748.79613620
flood,300881.35259455,4659748.79613620
flood,295881.35259455,4659248.79613620
flood,296381.35259455,4659248.79613620
flood,296881.35259455,4659248.79613620
flood,297381.35259455,4659248.79613620
flood,297881.35259455,4659248.79613620
flood,298381.35259455,4659248.79613620
flood,298881.35259455,4659248.79613620
flood,299381.35259455,4659248.79613620
flood,299881.35259455,4659248.79613620
flood,300381.35259455,4659248.79613620
flood,295381.35259455,4658748.79613620
flood,295881.35259455,4658748.79613620
flood,296381.35259455,4658748.79613620
flood,296881.35259455,4658748.79613620
flood,297381.35259455,4658748.79613620
flood,297881.35259455,4658748.79613620
flood,298381.35259455,4658748.79613620
flood,298881.35259455,4658748.79613620
flood,299381.35259455,4658748.79613620
flood,294881.35259455,4658248.79613620
flood,295381.35259455,4658248.79613620
flood,295881.35259455,4658248.79613620
flood,296381.35259455,4658248.79613620
flood,296881.35259455,4658248.79613620
flood,297381.35259455,4658248.79613620
flood,297881.35259455,4658248.79613620
flood,298381.35259455,4658248.79613620
flood,298881.35259455,4658248.79613620
flood,294881.35259455,4657748.79613620
flood,295381.35259455,4657748.79613620
flood,296381.35259455,4657748.79613620
flood,296881.35259455,4657748.79613620
flood,297381.35259455,4657748.79613620
flood,297881.35259455,4657748.79613620
flood,298381.35259455,4657748.79613620
flood,294381.35259455,4657248.79613620
flood,294881.35259455,4657248.79613620
flood,295381.35259455,4657248.79613620
flood,295881.35259455,4657248.79613620
flood,296381.35259455,4657248.79613620
flood,296881.35259455,4657248.79613620
flood,297381.35259455,4657248.79613620
flood,297881.35259455,4657248.79613620
flood,293881.35259455,4656748.79613620
flood,294381.35259455,4656748.79613620
flood,294881.35259455,4656748.79613620
flood,295381.35259455,4656748.79613620
flood,295881.35259455,4656748.79613620
flood,296381.35259455,4656748.79613620
flood,296881.35259455,4656748.79613620
flood,297381.35259455,4656748.79613620
flood,293881.35259455,4656248.79613620
flood,294381.35259455,4656248.79613620
flood,294881.35259455,4656248.79613620
flood,295381.35259455,4656248.79613620
flood,295881.35259455,4656248.79613620
flood,296381.35259455,4656248.79613620
flood,296881.35259455,4656248.79613620
flood,293881.35259455,4655748.79613620
flood,294381.35259455,4655748.79613620
flood,294881.35259455,4655748.79613620
flood,295381.35259455,4655748.79613620
flood,295881.35259455,4655748.79613620
flood,293881.35259455,4655248.79613620
flood,294381.35259455,4655248.79613620
flood,294881.35259455,4655248.79613620
flood,295381.35259455,4655248.79613620
flood,295881.35259455,4655248.79613620
flood,293881.35259455,4654748.79613620
flood,294381.35259455,4654748.79613620
flood,294881.35259455,4654748.79613620
flood,295381.35259455,4654748.79613620
flood,329381.35259455,4654748.79613620
flood,332881.35259455,4654748.79613620
flood,293381.35259455,4654248.79613620
flood,293881.35259455,4654248.79613620
flood,294381.35259455,4654248.79613620
flood,333381.35259455,4654248.79613620
flood,291881.35259455,4653748.79613620
flood,293381.35259455,4653748.79613620
flood,293881.35259455,4653748.79613620
flood,294381.35259455,4653748.79613620
flood,325881.35259455,4653748.79613620
flood,333881.35259455,4653748.79613620
flood,334381.35259455,4653748.79613620
flood,334881.35259455,4653748.79613620
flood,335381.35259455,4653748.79613620
flood,291381.35259455,4653248.79613620
flood,291881.35259455,4653248.79613620
flood,293381.35259455,4653248.79613620
flood,293881.35259455,4653248.79613620
flood,294381.35259455,4653248.79613620
flood,334381.35259455,4653248.79613620
flood,334881.35259455,4653248.79613620
flood,335381.35259455,4653248.79613620
flood,292381.35259455,4652748.79613620
flood,292881.35259455,4652748.79613620
flood,293381.35259455,4652748.79613620
