Predictor variable,Categorical,Sample average
tev_acc500m,false,6448.4944150499705
tev_dem500m,false,145.9594356261023
tev_dir500m,false,15.912404467960023
tev_landuse500m1,false,33.22868900646679
tev_topoindex500m,false,14.893614573873961
