Predictor variable,Categorical,Sample average
tev_acc500m,false,6485.566453859547
tev_dem500m,false,145.39640162507254
tev_dir500m,false,15.876378409750435
tev_landuse500m2,false,8.488102147417296
tev_topoindex500m,false,14.893277510334707
