X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
261881.35259455,4830248.7961362,train,1.742392644439991E-4,45.30217706669657,0.49642078053207017
261881.35259455,4829748.7961362,train,6.0203127404744164E-5,11.042866159833558,0.2540699400245191
261881.35259455,4829248.7961362,train,1.13442563595084E-4,27.12229120636774,0.3909192351288972
262381.35259455,4829248.7961362,train,6.520928513225021E-5,12.42729076080682,0.26950317936904034
262881.35259455,4829248.7961362,train,9.264232438430472E-5,20.607791297835377,0.3438913905435717
262381.35259455,4828748.7961362,train,1.0007732778130168E-4,23.024656576373076,0.3615129810045633
262881.35259455,4828748.7961362,train,7.096696528022553E-5,13.958301771260924,0.28648197717226176
263381.35259455,4828248.7961362,train,1.1557102978290018E-4,27.75277094032733,0.395354084636204
263881.35259455,4828248.7961362,train,2.3205733699930284E-4,59.75378376405077,0.5676422291578951
264381.35259455,4828248.7961362,train,1.0612404917581365E-4,25.103506318361106,0.3751612049751263
264881.35259455,4828248.7961362,train,1.2205943340781453E-4,29.420161107867536,0.4084833988804771
265881.35259455,4828248.7961362,train,1.3909731591762903E-4,33.600633415901676,0.440391640636978
266381.35259455,4828248.7961362,train,1.6226978408740147E-4,41.610550873578276,0.4786414365797604
266881.35259455,4827748.7961362,train,1.2519962232797167E-4,30.121318196507755,0.4146349638735173
267881.35259455,4827248.7961362,train,2.062207903853489E-4,53.490165484981034,0.5384740024697957
267881.35259455,4826748.7961362,train,1.3201266185881554E-4,31.9007625735342,0.4275513304264529
268381.35259455,4826748.7961362,train,2.2080315127311146E-4,57.00755259469357,0.5554028280814499
267881.35259455,4826248.7961362,train,1.1291238011908492E-4,26.932675899598046,0.38980441125642695
268381.35259455,4826248.7961362,train,2.229020270371695E-4,57.48260691987859,0.5577377342834544
268381.35259455,4825748.7961362,train,2.769270006461582E-4,68.14268453733742,0.6104032027471793
267381.35259455,4825248.7961362,train,1.4743762590211368E-4,36.33369655440315,0.4547884920829677
267881.35259455,4825248.7961362,train,1.1776277140186002E-4,28.388437565413767,0.39985378580300646
268381.35259455,4825248.7961362,train,1.3451179942994772E-4,32.436128455625685,0.43214752452758465
267881.35259455,4824748.7961362,train,1.144408533789789E-4,27.494946473876272,0.39300733409601124
268381.35259455,4824748.7961362,train,1.7047723085686996E-4,44.26291966930074,0.49096477973686065
268881.35259455,4824748.7961362,train,1.9833873241950465E-4,51.676116742772415,0.52877561173927
268381.35259455,4824248.7961362,train,1.339055193769791E-4,32.25328408901938,0.431039301435998
268881.35259455,4824248.7961362,train,1.2636762981677046E-4,30.429512066055572,0.4168905458327067
269381.35259455,4824248.7961362,train,1.2617421545520758E-4,30.367307685172673,0.41651823796761633
269881.35259455,4824248.7961362,train,2.784223235544737E-4,68.31778426582689,0.611683093166292
270381.35259455,4824248.7961362,train,1.5367596077448434E-4,38.763181780827416,0.4650818518921268
269381.35259455,4823748.7961362,train,2.4066051467525003E-4,61.73521787572644,0.5765534435105913
269881.35259455,4823748.7961362,train,1.218381222394378E-4,29.34827287480947,0.40804497408842083
270381.35259455,4823748.7961362,train,3.066605103604885E-4,72.9496900215052,0.634366348916015
270881.35259455,4823748.7961362,train,1.9039296820260213E-4,49.758085784250454,0.518577351876176
269881.35259455,4823248.7961362,train,2.3574304165679906E-4,60.81875916445477,0.5715054120148747
270381.35259455,4823248.7961362,train,1.2565011542758412E-4,30.21799874451104,0.41550699174456196
270881.35259455,4823248.7961362,train,3.0519749317408024E-4,72.79729991176715,0.6332564223967402
271381.35259455,4823248.7961362,train,1.582570837107511E-4,40.14063664414929,0.47239666001824787
269881.35259455,4822748.7961362,train,1.5332684806636642E-4,38.52899967578753,0.4645160875894305
270381.35259455,4822748.7961362,train,1.61490009343229E-4,41.25485351146823,0.4774395088050284
270881.35259455,4822748.7961362,train,3.0723265148965216E-4,73.00928511735842,0.6347985819017767
271381.35259455,4822748.7961362,train,1.9412019383176297E-4,50.604803127003734,0.5234156001161389
270381.35259455,4822248.7961362,train,1.266149211027193E-4,30.50904391268725,0.41736587114274537
270881.35259455,4822248.7961362,train,1.2642240605411964E-4,30.44712876165081,0.4169958995860699
271381.35259455,4822248.7961362,train,3.172921912697762E-4,74.22422375116592,0.6422346769946647
271881.35259455,4822248.7961362,train,1.2791652944698102E-4,30.96524576826685,0.4198550088017049
270381.35259455,4821748.7961362,train,1.2376950715916395E-4,29.81873404453654,0.41184933981854543
270881.35259455,4821748.7961362,train,1.5400040557508808E-4,38.84957148883525,0.46560656919512994
271381.35259455,4821748.7961362,train,3.2486221988597E-4,75.07075088891101,0.6476338356254829
271881.35259455,4821748.7961362,train,1.1945965030576893E-4,28.842976294618946,0.40329178729024406
270381.35259455,4821248.7961362,train,1.256887645946611E-4,30.226293261466097,0.4155816846582517
270881.35259455,4821248.7961362,train,1.8141841042386905E-4,47.45041367318898,0.506514497140058
271381.35259455,4821248.7961362,train,3.4518245745676884E-4,77.45640485054517,0.6613523526539287
271881.35259455,4821248.7961362,train,1.5632410445514058E-4,39.507086837318425,0.46933475653305673
269881.35259455,4820748.7961362,train,1.378375368189018E-4,33.25311035303925,0.4381506782019197
270381.35259455,4820748.7961362,train,1.5696655187689369E-4,39.75145897057344,0.47035635004942383
270881.35259455,4820748.7961362,train,1.250611687168643E-4,30.09160459821644,0.414366433664166
271381.35259455,4820748.7961362,train,3.1404745940858243E-4,73.8836641569981,0.6398694482575701
271881.35259455,4820748.7961362,train,1.271463832779992E-4,30.70055379214183,0.41838479131297934
270381.35259455,4820248.7961362,train,2.0364362908397378E-4,53.04068815229735,0.535347185452656
270881.35259455,4820248.7961362,train,2.4355366537130187E-4,62.42765698697012,0.5794682156554976
271381.35259455,4820248.7961362,train,3.134349531295467E-4,73.82078835652638,0.6394194519712154
271881.35259455,4820248.7961362,train,1.2958413924510178E-4,31.383425326291132,0.42301316071208683
272381.35259455,4820248.7961362,train,2.2426970125393527E-4,57.893213934285704,0.5592460590912715
271381.35259455,4819748.7961362,train,1.178576054738621E-4,28.43140664704748,0.4000469714440292
271881.35259455,4819748.7961362,train,2.8128049600702253E-4,68.93185859924785,0.6141062337723739
272381.35259455,4819748.7961362,train,3.9010438860965715E-4,80.65409255971804,0.6881893287084022
272381.35259455,4819248.7961362,train,1.4039220016500716E-4,33.953899342795346,0.44267649552936494
272881.35259455,4819248.7961362,train,1.4480930487093446E-4,35.4417901045952,0.45033213590468385
272381.35259455,4818748.7961362,train,1.1764523928106278E-4,28.3351840544498,0.39961418945894117
272881.35259455,4818748.7961362,train,1.2450028693596763E-4,29.972022663385992,0.4132760804413812
273381.35259455,4818748.7961362,train,2.287523839829965E-4,58.94542624173428,0.5641184132990679
273881.35259455,4818748.7961362,train,3.29662877117128E-4,75.52330803404807,0.6509741596904178
272881.35259455,4818248.7961362,train,1.5401037346713558E-4,38.85222514546957,0.4656226737447216
273381.35259455,4818248.7961362,train,1.589321496332093E-4,40.342521983850624,0.4734576789391067
273881.35259455,4818248.7961362,train,1.1536960843828656E-4,27.70721270117755,0.3949371737748242
274381.35259455,4818248.7961362,train,3.3755901332739683E-4,76.44537659080324,0.6563327005510421
274381.35259455,4817748.7961362,train,1.3667176389095239E-4,32.95682073750921,0.4360608905216302
274881.35259455,4817748.7961362,train,3.2204579849444724E-4,74.74172150595423,0.6456442278550217
275381.35259455,4817248.7961362,train,3.3814331732616573E-4,76.5239644657089,0.6567226948734372
275381.35259455,4816748.7961362,train,2.53512408481179E-4,64.47602244987603,0.5892016952345062
275881.35259455,4816248.7961362,train,2.5169767776940527E-4,64.08063961408217,0.5874617274747206
275881.35259455,4815748.7961362,train,4.688200756487231E-5,7.558619232480232,0.20963737739979113
276381.35259455,4815248.7961362,train,2.3766726044469522E-4,61.17489331954727,0.5734949858310192
276881.35259455,4814748.7961362,train,2.7405566701749147E-4,67.77692503589934,0.6079217390713061
276881.35259455,4812748.7961362,train,2.849399499764638E-4,69.59688025434686,0.6171648988579556
277381.35259455,4812748.7961362,train,2.904904644021026E-4,70.6438280784708,0.6217127145329381
276381.35259455,4812248.7961362,train,2.53461907967798E-4,64.46539159100209,0.5891534737941078
276381.35259455,4811748.7961362,train,2.5704138288850596E-4,65.25706303616853,0.5925436026665415
276381.35259455,4811248.7961362,train,1.4247049909553436E-4,34.683715065770365,0.44630495381918517
276881.35259455,4811248.7961362,train,3.074676304099306E-4,73.05768707021534,0.6349758045146668
276881.35259455,4810748.7961362,train,3.393335451219532E-4,76.65063922884806,0.6575143821090513
276881.35259455,4810248.7961362,train,3.254858992331651E-4,75.13640696093763,0.6480714043189064
276381.35259455,4809748.7961362,train,1.2508230751579068E-4,30.09614120636003,0.4144074482128097
276881.35259455,4809748.7961362,train,3.3555016028068705E-4,76.20629856128849,0.6549851025755326
276881.35259455,4809248.7961362,train,3.314501200908075E-4,75.8441688675435,0.6522016126782065
276881.35259455,4808748.7961362,train,3.0519245629519583E-4,72.79634453300623,0.6332525894992433
277381.35259455,4808748.7961362,train,1.866029494214037E-4,48.71932439886046,0.5135558107582046
276881.35259455,4808248.7961362,train,2.9323735518451007E-4,71.06848796579996,0.6239236460366777
276881.35259455,4807748.7961362,train,2.885219408199848E-4,70.28447256580905,0.6201122214109308
276881.35259455,4807248.7961362,train,3.022561364714171E-4,72.31871816830453,0.6310044270339255
276881.35259455,4806748.7961362,train,2.940278993333203E-4,71.2137646812904,0.6245551621228057
276881.35259455,4806248.7961362,train,2.8279691041162096E-4,69.27606616795613,0.6153796022671685
276881.35259455,4805748.7961362,train,2.861883119725224E-4,69.75948145063994,0.6181972500533218
276881.35259455,4805248.7961362,train,3.2578279506234256E-4,75.16766182617013,0.6482793226008025
276881.35259455,4804748.7961362,train,2.684026812727505E-4,66.75129948884107,0.6029427646923446
277381.35259455,4804748.7961362,train,4.0168294068057157E-4,81.52964368140827,0.6944308556448703
277881.35259455,4804748.7961362,train,1.2806721506378722E-4,31.014159189369767,0.4201418003005668
278381.35259455,4804748.7961362,train,1.5150439125310544E-4,37.83559291762423,0.4615431161939134
276381.35259455,4804248.7961362,train,1.9610687154926582E-4,51.01798968933726,0.5259549525515712
276881.35259455,4804248.7961362,train,2.0066278730227564E-4,52.353541011262564,0.5316773313351636
277381.35259455,4804248.7961362,train,1.4418725345411034E-4,35.25840489708481,0.44926675711546893
277881.35259455,4804248.7961362,train,3.3950187095676653E-4,76.66855398040289,0.6576260504213078
278381.35259455,4804248.7961362,train,1.4929835151463624E-4,37.10076375125387,0.4578999427999611
278881.35259455,4804248.7961362,train,3.43596593063092E-4,77.27513133012621,0.6603202571578223
277881.35259455,4803748.7961362,train,1.1234214272125969E-4,26.742951645447036,0.3886008013633761
278381.35259455,4803748.7961362,train,1.444612680504212E-4,35.33918636023442,0.4497365665855607
278881.35259455,4803748.7961362,train,1.4723803196007323E-4,36.264119498058655,0.4544526145364151
279381.35259455,4803748.7961362,train,4.5953917118579093E-4,85.25182357302239,0.722215437385912
279381.35259455,4803248.7961362,train,1.1071601480337469E-4,26.2621027179032,0.3851422811013682
