X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
261881.35259455,4830248.7961362,train,1.9543436077246244E-4,44.36871490251507,0.49847193423744607
261881.35259455,4829748.7961362,train,4.713106792993299E-5,8.743420548643487,0.1933474104155796
261881.35259455,4829248.7961362,train,1.0765098194863407E-4,23.50448753611972,0.3537850851840351
262381.35259455,4829248.7961362,train,5.16934899999012E-5,9.712781402416446,0.20816780258132678
262881.35259455,4829248.7961362,train,8.332389032888134E-5,17.090104632733773,0.2976316051628169
262381.35259455,4828748.7961362,train,9.000912859969721E-5,18.92227261844178,0.31401268340344274
262881.35259455,4828748.7961362,train,5.7076966900908406E-5,10.819368729673288,0.22496973448830745
263381.35259455,4828248.7961362,train,1.0786459148564328E-4,23.571304985891796,0.3542384150889784
263881.35259455,4828248.7961362,train,2.778793263281823E-4,58.54886900815073,0.5856108753786758
264381.35259455,4828248.7961362,train,9.555781184795148E-5,20.521610168061024,0.32703955418091973
264881.35259455,4828248.7961362,train,1.1502219332845833E-4,25.281676398890973,0.369069262779168
265881.35259455,4828248.7961362,train,1.360128753340777E-4,30.482555036294258,0.4088824233171645
266381.35259455,4828248.7961362,train,1.668102595199807E-4,38.407868389661175,0.4589724888949639
266881.35259455,4827748.7961362,train,1.1670307548313047E-4,25.761070674463408,0.37245387680607633
267881.35259455,4827248.7961362,train,2.2934162572745277E-4,50.61630263659654,0.5383932375079431
267881.35259455,4826748.7961362,train,1.2420415117495043E-4,27.60740994007993,0.387125735343455
268381.35259455,4826748.7961362,train,2.4966419231539546E-4,53.90327304677561,0.5594129602214675
267881.35259455,4826248.7961362,train,1.0051934459692606E-4,21.669913503425192,0.3382759458691692
268381.35259455,4826248.7961362,train,2.5249922258756E-4,54.27756113855208,0.5621940539205461
268381.35259455,4825748.7961362,train,3.3801537312176736E-4,65.82408877791339,0.6322204699014945
267381.35259455,4825248.7961362,train,1.328775391231731E-4,29.700446699241496,0.4032578543037008
267881.35259455,4825248.7961362,train,1.0593981036887222E-4,23.093635080869056,0.35013047335393155
268381.35259455,4825248.7961362,train,1.2639856724292137E-4,28.225393096626206,0.3912891146082718
267881.35259455,4824748.7961362,train,1.0188389826400558E-4,22.038820688390135,0.3413007638743854
268381.35259455,4824748.7961362,train,1.7437091773662647E-4,39.82463708759781,0.46999805669922945
268881.35259455,4824748.7961362,train,2.1436898937845364E-4,47.75509033735236,0.5215770720890482
268381.35259455,4824248.7961362,train,1.2333788174466968E-4,27.300777313293214,0.3854664751241201
268881.35259455,4824248.7961362,train,1.0715549901293728E-4,23.382294526845925,0.3527310988793426
269381.35259455,4824248.7961362,train,1.1565912657064174E-4,25.472678813099506,0.3703560749676137
269881.35259455,4824248.7961362,train,3.3827405464966495E-4,65.85555196328669,0.632398328553063
270381.35259455,4824248.7961362,train,1.504155940089747E-4,34.34946592464171,0.4334141773249467
269381.35259455,4823748.7961362,train,2.785273569987598E-4,58.62013586466079,0.5861760258631448
269881.35259455,4823748.7961362,train,1.0975972510108633E-4,24.03612251167867,0.35823265551598377
270381.35259455,4823748.7961362,train,3.8390416023670966E-4,70.92299924181525,0.6612917684353792
270881.35259455,4823748.7961362,train,2.008595038097017E-4,45.27946620132106,0.5053170053241904
269881.35259455,4823248.7961362,train,2.488098525308532E-4,53.76931246750878,0.5585679328541872
270381.35259455,4823248.7961362,train,1.1429667057480618E-4,25.14411012408226,0.36759704805069604
270881.35259455,4823248.7961362,train,3.807646529832916E-4,70.53073495657917,0.6594500953037262
271381.35259455,4823248.7961362,train,1.5609286606669108E-4,35.75554382574797,0.44253362701785853
269881.35259455,4822748.7961362,train,1.5018932393371683E-4,34.26865039321711,0.43304453106156326
270381.35259455,4822748.7961362,train,1.604712098377179E-4,36.89146377277823,0.44936855727397096
270881.35259455,4822748.7961362,train,3.836566316357267E-4,70.83813326313052,0.6611472887955261
271381.35259455,4822748.7961362,train,2.0563525439678371E-4,46.01706224571794,0.5111899150265402
270381.35259455,4822248.7961362,train,1.1531892781340387E-4,25.37066061144241,0.36966941667915676
270881.35259455,4822248.7961362,train,1.1472872097201742E-4,25.220685624844798,0.3684745814997659
271381.35259455,4822248.7961362,train,4.002334879891491E-4,72.62470549254598,0.6705582992793612
271881.35259455,4822248.7961362,train,1.1661982343345094E-4,25.73800332795728,0.3722870959536169
270381.35259455,4821748.7961362,train,1.1163145606854742E-4,24.478815563886883,0.362129366501937
270881.35259455,4821748.7961362,train,1.4972719302179071E-4,34.11511918206791,0.43228807007300524
271381.35259455,4821748.7961362,train,4.1268767112101376E-4,73.86833736224133,0.6772919132359025
271881.35259455,4821748.7961362,train,1.060713841553472E-4,23.1240372092419,0.3504129466863054
270381.35259455,4821248.7961362,train,1.139996979216899E-4,25.09147545513636,0.3669924541222708
270881.35259455,4821248.7961362,train,1.8723888584013044E-4,42.70034334811822,0.4877645460211062
271381.35259455,4821248.7961362,train,4.489822168478921E-4,77.24605745405219,0.6954336034054643
271881.35259455,4821248.7961362,train,1.5278155083161437E-4,35.074531751047,0.43725064962861393
269881.35259455,4820748.7961362,train,1.2948467661220859E-4,28.916988205550922,0.3970494612093282
270381.35259455,4820748.7961362,train,1.4228502938030843E-4,32.25799998379751,0.41982189804336095
270881.35259455,4820748.7961362,train,1.1288751648547022E-4,24.832309072048485,0.36471790305173274
271381.35259455,4820748.7961362,train,3.9344467295810836E-4,71.85079532882958,0.6667680857087585
271881.35259455,4820748.7961362,train,1.151234012371129E-4,25.312026447545605,0.36927408702165754
270381.35259455,4820248.7961362,train,2.1969837240467047E-4,48.822374348787655,0.5277012842927288
270881.35259455,4820248.7961362,train,2.796176860524525E-4,58.740044269843246,0.5871234359641297
271381.35259455,4820248.7961362,train,3.91488033027336E-4,71.59578455103595,0.6656594442709314
271881.35259455,4820248.7961362,train,1.1796707366952457E-4,26.087476441262137,0.37497523110634606
272381.35259455,4820248.7961362,train,2.4819425187357373E-4,53.65630840838113,0.5579570302332049
271381.35259455,4819748.7961362,train,1.0365497405208214E-4,22.486358622074917,0.34518572779047285
271881.35259455,4819748.7961362,train,3.367324200120642E-4,65.61172722616901,0.6313358151122692
272381.35259455,4819748.7961362,train,5.260941897998053E-4,83.89605569929056,0.7279295853991113
272381.35259455,4819248.7961362,train,1.286242683029875E-4,28.7796552156895,0.39545446428897396
272881.35259455,4819248.7961362,train,1.3688625542908252E-4,30.78359613682384,0.4104303729009932
272381.35259455,4818748.7961362,train,1.0120707502636465E-4,21.85378757666903,0.3398039082382965
272881.35259455,4818748.7961362,train,1.1138705727501493E-4,24.410508867599617,0.3616232467614362
273381.35259455,4818748.7961362,train,2.54315703074507E-4,54.60969051243719,0.5639575953455584
273881.35259455,4818748.7961362,train,4.160458016310972E-4,74.30839110191832,0.6790606975184552
272881.35259455,4818248.7961362,train,1.3742098623719605E-4,30.902748262349203,0.41137411691542497
273381.35259455,4818248.7961362,train,1.4325277586031668E-4,32.51316557311866,0.4214738236842909
273881.35259455,4818248.7961362,train,9.826612009319416E-5,21.127283229575248,0.33321992863597094
274381.35259455,4818248.7961362,train,4.296713841438509E-4,75.60310202417024,0.686042906279013
274381.35259455,4817748.7961362,train,1.2579458586755917E-4,28.03597553468476,0.3901488569334829
274881.35259455,4817748.7961362,train,4.0236384160878406E-4,72.93326272611758,0.6717299712748924
275381.35259455,4817248.7961362,train,4.292634011231581E-4,75.55383704552507,0.6858382569928634
275381.35259455,4816748.7961362,train,2.897820607880689E-4,60.3378134430383,0.59575112078379
275881.35259455,4816248.7961362,train,2.8653383604578756E-4,59.75874247660682,0.5930334417437461
275881.35259455,4815748.7961362,train,3.039117762403248E-5,4.909629420987441,0.1338678358213638
276381.35259455,4815248.7961362,train,2.6455680449869606E-4,56.44369026851978,0.5736402869883346
276881.35259455,4814748.7961362,train,3.1986165210861267E-4,63.61444143029333,0.6192937676994289
276881.35259455,4812748.7961362,train,3.361820382149166E-4,65.51136887322843,0.6309549958668468
277381.35259455,4812748.7961362,train,3.4482553856361704E-4,66.77029726996915,0.6368462007044549
276381.35259455,4812248.7961362,train,2.846649271333821E-4,59.531725348791795,0.5914531646093704
276381.35259455,4811748.7961362,train,2.901793312192111E-4,60.38092922765653,0.5960810143761682
276381.35259455,4811248.7961362,train,1.3072542166236506E-4,29.185922755645958,0.3993347510697136
276881.35259455,4811248.7961362,train,3.690132224554524E-4,69.36171689968747,0.6523750872198162
276881.35259455,4810748.7961362,train,4.227002483515564E-4,75.016203710475,0.6825090429467255
276881.35259455,4810248.7961362,train,3.9830157346525417E-4,72.41890378010375,0.6694885116153114
276381.35259455,4809748.7961362,train,1.0932410288242639E-4,23.943539379325017,0.3573189048438355
276881.35259455,4809748.7961362,train,4.151912162352408E-4,74.1565212163695,0.6786124147816095
276881.35259455,4809248.7961362,train,4.0760310038612127E-4,73.42056727775937,0.6745763633646457
276881.35259455,4808748.7961362,train,3.6419524936902233E-4,68.77991701410647,0.6493887027726464
277381.35259455,4808748.7961362,train,1.8769389958701993E-4,42.80782757178582,0.48837099442456017
276881.35259455,4808248.7961362,train,3.4437332942058194E-4,66.72438604869411,0.6365426523163755
276881.35259455,4807748.7961362,train,3.359873900131488E-4,65.49141563411234,0.6308201268195512
276881.35259455,4807248.7961362,train,3.575384747772058E-4,68.52663119918978,0.6451771143078275
276881.35259455,4806748.7961362,train,3.438903981154489E-4,66.67535571316884,0.63621792063614
276881.35259455,4806248.7961362,train,3.2609334743671726E-4,64.4789291590949,0.6238323703880854
276881.35259455,4805748.7961362,train,3.310320357719089E-4,65.01059351692471,0.62735311949287
276881.35259455,4805248.7961362,train,3.9456716807634534E-4,72.00940034897263,0.6674007842261171
276881.35259455,4804748.7961362,train,3.0581498855825116E-4,62.07061233339553,0.6086505626971827
277381.35259455,4804748.7961362,train,5.233604945723008E-4,83.64479209919897,0.7268965787887735
277881.35259455,4804748.7961362,train,1.1147584849456287E-4,24.4353250083791,0.36180721528438287
278381.35259455,4804748.7961362,train,1.4881236984611037E-4,33.866692421022314,0.43078462922790706
276381.35259455,4804248.7961362,train,2.0037701313924908E-4,45.156057429960164,0.5047158109435637
276881.35259455,4804248.7961362,train,1.899889033181883E-4,43.24830858839716,0.4914080489112274
277381.35259455,4804248.7961362,train,1.2844934619211674E-4,28.751735243019194,0.39512916664452685
277881.35259455,4804248.7961362,train,3.8406218633578855E-4,70.97717899923643,0.6613839420602995
278381.35259455,4804248.7961362,train,1.37275031665087E-4,30.8702257346903,0.41111682226637036
278881.35259455,4804248.7961362,train,4.218602475076823E-4,74.88894415686309,0.6820778452597315
277881.35259455,4803748.7961362,train,9.158657794374432E-5,19.362808411246665,0.31776715375882897
278381.35259455,4803748.7961362,train,1.2127907525071701E-4,26.843253906297402,0.3814867353595037
278881.35259455,4803748.7961362,train,1.3469576410727458E-4,30.069101790286528,0.40653258625493943
279381.35259455,4803748.7961362,train,6.262873426724474E-4,93.00080767476973,0.7610550357129009
279381.35259455,4803248.7961362,train,9.008819486589635E-5,18.94453738591887,0.31420185162089365
279881.35259455,4803248.7961362,train,3.322895121579596E-4,65.12757879591823,0.6282390621853305
281881.35259455,4802748.7961362,train,3.190188471087739E-4,63.516957214687494,0.6186715234737638
281881.35259455,4802248.7961362,train,1.2417307494462767E-4,27.594752275103257,0.3870663666192003
281881.35259455,4801748.7961362,train,1.3803275016225974E-4,31.051609387826367,0.4124501175051025
