Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,tev_acc500m contribution,tev_dem500m contribution,tev_dir500m contribution,tev_landuse500m1 contribution,tev_topoindex500m contribution,tev_acc500m permutation importance,tev_dem500m permutation importance,tev_dir500m permutation importance,tev_landuse500m1 permutation importance,tev_topoindex500m permutation importance,Training gain without tev_acc500m,Training gain without tev_dem500m,Training gain without tev_dir500m,Training gain without tev_landuse500m1,Training gain without tev_topoindex500m,Training gain with only tev_acc500m,Training gain with only tev_dem500m,Training gain with only tev_dir500m,Training gain with only tev_landuse500m1,Training gain with only tev_topoindex500m,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
flood,1718,0.8349,0.9308,220,0.8609,11718,0.4215,54.3136,0.1656,13.5519,31.5474,0.0821,66.5923,0.0442,12.2017,21.0797,0.8261,0.7147,0.8348,0.7723,0.7537,0.1147,0.6154,0.0285,0.4176,0.5712,8.5342,0.2127,1.0000,0.0412,0.6891,0.0000,5.0000,0.1353,0.5041,0.0052,10.0000,0.2129,0.3993,0.0262,2.5923,0.0913,0.5864,0.0000,17.0980,0.2975,0.3103,0.0995,27.5035,0.3866,0.2231,0.2229,14.2743,0.2695,0.3411,0.0594,4.1076,0.1196,0.5306,0.0017,8.0414,0.1833,0.4339,0.0146
