variable,x,y
tev_landuse500m1,-5.9,0.0
tev_landuse500m1,-5.7344,0.1085200309753418
tev_landuse500m1,-5.5688,0.2170400619506836
tev_landuse500m1,-5.4032,0.3255600929260254
tev_landuse500m1,-5.2376000000000005,0.4340801239013672
tev_landuse500m1,-5.072,0.542600154876709
tev_landuse500m1,-4.9064000000000005,0.6511201858520508
tev_landuse500m1,-4.7408,0.7596402168273926
tev_landuse500m1,-4.575200000000001,0.8681602478027344
tev_landuse500m1,-4.4096,0.9766802787780762
tev_landuse500m1,-4.244,1.085200309753418
tev_landuse500m1,-4.0784,1.1937203407287598
tev_landuse500m1,-3.9128,1.3022403717041016
tev_landuse500m1,-3.7472000000000003,1.4107604026794434
tev_landuse500m1,-3.5816,1.5192804336547852
tev_landuse500m1,-3.416,1.6278009414672852
tev_landuse500m1,-3.2504,1.7363204956054688
tev_landuse500m1,-3.0848,1.8448410034179688
tev_landuse500m1,-2.9192,1.9533610343933105
tev_landuse500m1,-2.7535999999999996,2.0618810653686523
tev_landuse500m1,-2.588,2.170401096343994
tev_landuse500m1,-2.4224,2.278921127319336
tev_landuse500m1,-2.2567999999999997,2.3874411582946777
tev_landuse500m1,-2.0911999999999997,2.4959611892700195
tev_landuse500m1,-1.9255999999999998,2.6044812202453613
tev_landuse500m1,-1.7599999999999998,2.713001251220703
tev_landuse500m1,-1.5944000000000003,2.821521282196045
tev_landuse500m1,-1.4287999999999998,2.9300413131713867
tev_landuse500m1,-1.2631999999999994,3.0385613441467285
tev_landuse500m1,-1.0976,3.1470813751220703
tev_landuse500m1,-0.9319999999999995,3.255601406097412
tev_landuse500m1,-0.7664,3.364121437072754
tev_landuse500m1,-0.6007999999999996,3.472641706466675
tev_landuse500m1,-0.43519999999999914,3.5811617374420166
tev_landuse500m1,-0.2695999999999996,3.6896817684173584
tev_landuse500m1,-0.1039999999999992,3.7982017993927
tev_landuse500m1,0.06160000000000032,3.906721830368042
tev_landuse500m1,0.22720000000000073,4.015241861343384
tev_landuse500m1,0.39280000000000115,4.123761892318726
tev_landuse500m1,0.5583999999999998,4.232281923294067
tev_landuse500m1,0.7240000000000002,4.340801954269409
tev_landuse500m1,0.8896000000000006,4.449321985244751
tev_landuse500m1,1.0552000000000001,4.485495328903198
tev_landuse500m1,1.2208000000000006,4.3769752979278564
tev_landuse500m1,1.386400000000001,4.268455266952515
tev_landuse500m1,1.5520000000000005,4.159935235977173
tev_landuse500m1,1.717600000000001,4.051415205001831
tev_landuse500m1,1.8832000000000004,3.9428951740264893
tev_landuse500m1,2.048800000000001,3.8343751430511475
tev_landuse500m1,2.2144000000000013,3.7258551120758057
tev_landuse500m1,2.380000000000001,3.6173348426818848
tev_landuse500m1,2.5456000000000003,3.537839651107788
tev_landuse500m1,2.7112,3.534724712371826
tev_landuse500m1,2.876800000000001,3.5316097736358643
tev_landuse500m1,3.0424000000000007,3.5284950733184814
tev_landuse500m1,3.208000000000002,3.5253801345825195
tev_landuse500m1,3.3736000000000015,3.5222651958465576
tev_landuse500m1,3.539200000000001,3.5213732719421387
tev_landuse500m1,3.7048000000000005,3.527648687362671
tev_landuse500m1,3.870400000000002,3.533923864364624
tev_landuse500m1,4.036000000000001,3.5401992797851562
tev_landuse500m1,4.201600000000003,3.5464746952056885
tev_landuse500m1,4.3672,3.5527501106262207
tev_landuse500m1,4.5328,3.559025526046753
tev_landuse500m1,4.698400000000001,3.565300941467285
tev_landuse500m1,4.864000000000001,3.5715763568878174
tev_landuse500m1,5.029600000000002,3.5778517723083496
tev_landuse500m1,5.1952,3.584127187728882
tev_landuse500m1,5.360800000000001,3.590402603149414
tev_landuse500m1,5.526400000000001,3.5966780185699463
tev_landuse500m1,5.692000000000002,3.6029534339904785
tev_landuse500m1,5.8576000000000015,3.6092286109924316
tev_landuse500m1,6.023200000000001,3.615504026412964
tev_landuse500m1,6.1888000000000005,3.621779441833496
tev_landuse500m1,6.354400000000002,3.6280548572540283
tev_landuse500m1,6.520000000000001,3.64532470703125
tev_landuse500m1,6.685600000000003,3.6516001224517822
tev_landuse500m1,6.851200000000002,3.6578755378723145
tev_landuse500m1,7.0168,3.6641509532928467
tev_landuse500m1,7.182400000000001,3.670426368713379
tev_landuse500m1,7.348000000000001,3.676701545715332
tev_landuse500m1,7.513600000000002,3.6829769611358643
tev_landuse500m1,7.679200000000002,3.6892523765563965
tev_landuse500m1,7.844800000000001,3.6955277919769287
tev_landuse500m1,8.0104,3.701803207397461
tev_landuse500m1,8.176000000000002,3.708078622817993
tev_landuse500m1,8.341600000000001,3.7143540382385254
tev_landuse500m1,8.507200000000003,3.445920705795288
tev_landuse500m1,8.672800000000002,3.4521961212158203
tev_landuse500m1,8.838400000000002,3.4584715366363525
tev_landuse500m1,9.004000000000001,3.4647469520568848
tev_landuse500m1,9.169600000000003,3.471022367477417
tev_landuse500m1,9.335200000000002,3.477297782897949
tev_landuse500m1,9.500800000000002,3.4835731983184814
tev_landuse500m1,9.666400000000001,3.4898483753204346
tev_landuse500m1,9.832,3.496123790740967
tev_landuse500m1,9.997600000000002,3.502399206161499
tev_landuse500m1,10.163200000000002,3.5086746215820312
tev_landuse500m1,10.328800000000003,3.5149500370025635
tev_landuse500m1,10.4944,3.5212254524230957
tev_landuse500m1,10.660000000000002,3.527500867843628
tev_landuse500m1,10.825600000000003,3.53377628326416
tev_landuse500m1,10.991200000000001,3.5400516986846924
tev_landuse500m1,11.156800000000002,3.5463271141052246
tev_landuse500m1,11.3224,3.552602529525757
tev_landuse500m1,11.488000000000005,3.558877944946289
tev_landuse500m1,11.653600000000003,3.565153121948242
tev_landuse500m1,11.8192,3.5714285373687744
tev_landuse500m1,11.984800000000002,3.5777039527893066
tev_landuse500m1,12.1504,3.583979368209839
tev_landuse500m1,12.316000000000004,3.590254783630371
tev_landuse500m1,12.481600000000002,3.5965301990509033
tev_landuse500m1,12.647200000000003,3.6028056144714355
tev_landuse500m1,12.812800000000001,3.6090810298919678
tev_landuse500m1,12.978400000000002,3.6153564453125
tev_landuse500m1,13.144000000000004,3.6216318607330322
tev_landuse500m1,13.309600000000001,3.6279072761535645
tev_landuse500m1,13.475200000000003,3.6341824531555176
tev_landuse500m1,13.640800000000004,3.640458106994629
tev_landuse500m1,13.806400000000002,3.646733283996582
tev_landuse500m1,13.972000000000003,3.6530086994171143
tev_landuse500m1,14.1376,3.6592841148376465
tev_landuse500m1,14.303200000000006,3.6655595302581787
tev_landuse500m1,14.468800000000003,3.671834945678711
tev_landuse500m1,14.634400000000001,3.678110361099243
tev_landuse500m1,14.800000000000002,3.6843857765197754
tev_landuse500m1,14.9656,3.6906611919403076
tev_landuse500m1,15.131200000000005,3.69693660736084
tev_landuse500m1,15.296800000000003,3.703212022781372
tev_landuse500m1,15.4624,3.7094874382019043
tev_landuse500m1,15.628000000000002,3.7157628536224365
tev_landuse500m1,15.793600000000003,3.7220380306243896
tev_landuse500m1,15.959200000000004,3.728313446044922
tev_landuse500m1,16.1248,3.734588861465454
tev_landuse500m1,16.290399999999998,3.7408642768859863
tev_landuse500m1,16.456000000000003,3.7471396923065186
tev_landuse500m1,16.6216,3.753415107727051
tev_landuse500m1,16.787200000000006,3.759690523147583
tev_landuse500m1,16.952800000000003,3.7659659385681152
tev_landuse500m1,17.1184,3.7722413539886475
tev_landuse500m1,17.284000000000006,3.7785167694091797
tev_landuse500m1,17.449600000000004,3.784792184829712
tev_landuse500m1,17.6152,3.791067361831665
tev_landuse500m1,17.7808,3.7973427772521973
tev_landuse500m1,17.946400000000004,3.8036181926727295
tev_landuse500m1,18.112000000000002,3.8098936080932617
tev_landuse500m1,18.2776,3.816169023513794
tev_landuse500m1,18.443200000000004,3.822444438934326
tev_landuse500m1,18.608800000000002,3.8287198543548584
tev_landuse500m1,18.774400000000007,3.8349952697753906
tev_landuse500m1,18.940000000000005,3.841270685195923
tev_landuse500m1,19.105600000000003,3.847546100616455
tev_landuse500m1,19.271200000000007,3.8538215160369873
tev_landuse500m1,19.436800000000005,3.8600969314575195
tev_landuse500m1,19.602400000000003,3.8663721084594727
tev_landuse500m1,19.768,3.872647523880005
tev_landuse500m1,19.9336,3.878922939300537
tev_landuse500m1,20.099200000000003,3.8851983547210693
tev_landuse500m1,20.2648,3.8914737701416016
tev_landuse500m1,20.430400000000006,3.897749185562134
tev_landuse500m1,20.596000000000004,3.904024600982666
tev_landuse500m1,20.7616,3.9103000164031982
tev_landuse500m1,20.927200000000006,3.9165754318237305
tev_landuse500m1,21.092800000000004,3.9228508472442627
tev_landuse500m1,21.2584,3.929126262664795
tev_landuse500m1,21.424000000000007,3.935401439666748
tev_landuse500m1,21.589600000000004,3.9416768550872803
tev_landuse500m1,21.755200000000002,3.9479522705078125
tev_landuse500m1,21.9208,3.9542276859283447
tev_landuse500m1,22.086400000000005,3.960503101348877
tev_landuse500m1,22.252000000000002,3.966778516769409
tev_landuse500m1,22.4176,3.9730539321899414
tev_landuse500m1,22.583200000000005,3.9793293476104736
tev_landuse500m1,22.748800000000003,3.985604763031006
tev_landuse500m1,22.914400000000008,3.991880178451538
tev_landuse500m1,23.080000000000005,3.9981555938720703
tev_landuse500m1,23.245600000000003,4.0044310092926025
tev_landuse500m1,23.4112,4.010706186294556
tev_landuse500m1,23.576800000000006,4.016981601715088
tev_landuse500m1,23.742400000000004,4.02325701713562
tev_landuse500m1,23.908,4.029532432556152
tev_landuse500m1,24.073600000000006,4.035807847976685
tev_landuse500m1,24.239200000000004,4.042083263397217
tev_landuse500m1,24.4048,4.048358678817749
tev_landuse500m1,24.570400000000006,4.054634094238281
tev_landuse500m1,24.736000000000004,4.0609095096588135
tev_landuse500m1,24.901600000000002,4.067184925079346
tev_landuse500m1,25.067200000000007,4.073460340499878
tev_landuse500m1,25.232800000000005,4.07973575592041
tev_landuse500m1,25.398400000000002,4.086010932922363
tev_landuse500m1,25.564,4.0922863483428955
tev_landuse500m1,25.729600000000005,4.098562002182007
tev_landuse500m1,25.895200000000003,4.10483717918396
tev_landuse500m1,26.0608,4.111112594604492
tev_landuse500m1,26.226400000000005,4.117388010025024
tev_landuse500m1,26.392000000000003,4.123663425445557
tev_landuse500m1,26.557600000000008,4.129938840866089
tev_landuse500m1,26.723200000000006,4.136214256286621
tev_landuse500m1,26.888800000000003,4.142489671707153
tev_landuse500m1,27.0544,4.1487650871276855
tev_landuse500m1,27.220000000000006,4.155040264129639
tev_landuse500m1,27.385600000000004,4.161315679550171
tev_landuse500m1,27.55120000000001,4.167591333389282
tev_landuse500m1,27.716800000000006,4.173866510391235
tev_landuse500m1,27.882400000000004,4.180141925811768
tev_landuse500m1,28.04800000000001,4.1864173412323
tev_landuse500m1,28.213600000000007,4.192692756652832
tev_landuse500m1,28.379200000000004,4.198968172073364
tev_landuse500m1,28.544800000000002,4.2052435874938965
tev_landuse500m1,28.7104,4.211519002914429
tev_landuse500m1,28.876000000000012,4.217794418334961
tev_landuse500m1,29.04160000000001,4.6655871868133545
tev_landuse500m1,29.207200000000007,4.671862602233887
tev_landuse500m1,29.372800000000005,4.678138017654419
tev_landuse500m1,29.538400000000003,4.684413433074951
tev_landuse500m1,29.704000000000008,4.690688848495483
tev_landuse500m1,29.869600000000005,4.6969640254974365
tev_landuse500m1,30.035200000000003,4.703239440917969
tev_landuse500m1,30.2008,4.709514856338501
tev_landuse500m1,30.366400000000006,4.715790271759033
tev_landuse500m1,30.53200000000001,4.953514218330383
tev_landuse500m1,30.69760000000001,4.9597896337509155
tev_landuse500m1,30.863200000000006,4.966065049171448
tev_landuse500m1,31.028800000000004,4.97234046459198
tev_landuse500m1,31.19440000000001,4.978615880012512
tev_landuse500m1,31.360000000000007,4.984891295433044
tev_landuse500m1,31.525600000000004,4.991166710853577
tev_landuse500m1,31.69120000000001,4.997442007064819
tev_landuse500m1,31.856800000000007,5.003717422485352
tev_landuse500m1,32.02240000000001,5.009992837905884
tev_landuse500m1,32.18800000000001,5.016268253326416
tev_landuse500m1,32.35360000000001,5.022543549537659
tev_landuse500m1,32.519200000000005,5.028818964958191
tev_landuse500m1,32.6848,5.035094380378723
tev_landuse500m1,32.85040000000001,5.041369795799255
tev_landuse500m1,33.016000000000005,5.047645211219788
tev_landuse500m1,33.18160000000001,5.05392050743103
tev_landuse500m1,33.34720000000001,5.0601959228515625
tev_landuse500m1,33.512800000000006,5.066471338272095
tev_landuse500m1,33.67840000000001,5.072746753692627
tev_landuse500m1,33.84400000000001,5.079022288322449
tev_landuse500m1,34.009600000000006,5.085297584533691
tev_landuse500m1,34.175200000000004,5.091572999954224
tev_landuse500m1,34.3408,5.097848415374756
tev_landuse500m1,34.50640000000001,6.226043164730072
tev_landuse500m1,34.67200000000001,6.232318580150604
tev_landuse500m1,34.83760000000001,6.238593935966492
tev_landuse500m1,35.00320000000001,6.244869351387024
tev_landuse500m1,35.168800000000005,6.251144707202911
tev_landuse500m1,35.33440000000001,6.257420122623444
tev_landuse500m1,35.50000000000001,6.263695478439331
tev_landuse500m1,35.665600000000005,6.269970893859863
tev_landuse500m1,35.8312,6.276246249675751
tev_landuse500m1,35.99680000000001,6.282521665096283
tev_landuse500m1,36.16240000000001,6.288797080516815
tev_landuse500m1,36.32800000000001,6.295072436332703
tev_landuse500m1,36.49360000000001,6.301347851753235
tev_landuse500m1,36.659200000000006,6.00203412771225
tev_landuse500m1,36.8248,6.008309543132782
tev_landuse500m1,36.99040000000001,6.014584898948669
tev_landuse500m1,37.156000000000006,6.020860314369202
tev_landuse500m1,37.32160000000001,6.027135848999023
tev_landuse500m1,37.48720000000001,6.033411204814911
tev_landuse500m1,37.652800000000006,6.039686620235443
tev_landuse500m1,37.81840000000001,6.045962035655975
tev_landuse500m1,37.98400000000001,6.052237391471863
tev_landuse500m1,38.14960000000001,6.058512806892395
tev_landuse500m1,38.315200000000004,6.0647881627082825
tev_landuse500m1,38.4808,6.071063578128815
tev_landuse500m1,38.64640000000001,6.077338933944702
tev_landuse500m1,38.81200000000001,6.083614349365234
tev_landuse500m1,38.97760000000001,6.089889705181122
tev_landuse500m1,39.14320000000001,6.096165120601654
tev_landuse500m1,39.308800000000005,6.102440536022186
tev_landuse500m1,39.47440000000001,6.108715891838074
tev_landuse500m1,39.64000000000001,6.114991307258606
tev_landuse500m1,39.805600000000005,6.121266663074493
tev_landuse500m1,39.9712,6.127542078495026
tev_landuse500m1,40.1368,6.133817434310913
tev_landuse500m1,40.30240000000001,6.140092849731445
tev_landuse500m1,40.46800000000001,6.146368205547333
tev_landuse500m1,40.63360000000001,6.152643620967865
tev_landuse500m1,40.799200000000006,6.158919036388397
tev_landuse500m1,40.964800000000004,6.165194511413574
tev_landuse500m1,41.13040000000001,6.1714699268341064
tev_landuse500m1,41.29600000000001,6.177745342254639
tev_landuse500m1,41.461600000000004,6.184020698070526
tev_landuse500m1,41.62720000000001,6.535067915916443
tev_landuse500m1,41.79280000000001,6.541343301534653
tev_landuse500m1,41.95840000000001,6.5476186871528625
tev_landuse500m1,42.12400000000001,6.553894072771072
tev_landuse500m1,42.28960000000001,6.560169458389282
tev_landuse500m1,42.455200000000005,6.566444858908653
tev_landuse500m1,42.62080000000001,6.572720244526863
tev_landuse500m1,42.78640000000001,6.578995630145073
tev_landuse500m1,42.952000000000005,6.585271030664444
tev_landuse500m1,43.11760000000001,6.591546416282654
tev_landuse500m1,43.28320000000001,6.597821801900864
tev_landuse500m1,43.44880000000001,6.6040971875190735
tev_landuse500m1,43.61440000000001,6.6103725880384445
tev_landuse500m1,43.78000000000001,6.616647973656654
tev_landuse500m1,43.945600000000006,6.622923359274864
tev_landuse500m1,44.111200000000004,6.629198744893074
tev_landuse500m1,44.27680000000001,6.635474130511284
tev_landuse500m1,44.44240000000001,6.641749665141106
tev_landuse500m1,44.60800000000001,6.798400574363768
tev_landuse500m1,44.77360000000001,6.804675962775946
tev_landuse500m1,44.93920000000001,6.810951351420954
tev_landuse500m1,45.10480000000001,6.817226740065962
tev_landuse500m1,45.27040000000001,6.823502128943801
tev_landuse500m1,45.43600000000001,6.829777518287301
