Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,tev_acc500m contribution,tev_dem500m contribution,tev_dir500m contribution,tev_landuse500m1 contribution,tev_acc500m permutation importance,tev_dem500m permutation importance,tev_dir500m permutation importance,tev_landuse500m1 permutation importance,Training gain without tev_acc500m,Training gain without tev_dem500m,Training gain without tev_dir500m,Training gain without tev_landuse500m1,Training gain with only tev_acc500m,Training gain with only tev_dem500m,Training gain with only tev_dir500m,Training gain with only tev_landuse500m1,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
flood,1718,1.1706,1.2478,500,0.8972,11461,15.2978,57.5853,0.4801,26.6368,10.8903,74.3695,0.5199,14.2203,1.0524,0.8467,1.1660,1.0500,0.4706,0.8824,0.0630,0.6072,8.1759,0.1513,1.0000,0.0472,0.4887,0.0006,5.0000,0.1396,0.3553,0.0192,10.0000,0.2119,0.2808,0.0518,0.0948,0.0037,0.6142,0.0000,16.7724,0.2888,0.2190,0.0995,23.9712,0.3513,0.1710,0.1711,17.7011,0.2958,0.2120,0.1024,2.7296,0.0837,0.4155,0.0035,7.7384,0.1773,0.3101,0.0343
