variable,x,y
tev_dem500m,-257.9,0.0
tev_dem500m,-252.43039999999996,0.007125496864318848
tev_dem500m,-246.96079999999998,0.014250993728637695
tev_dem500m,-241.49119999999996,0.021376609802246094
tev_dem500m,-236.02159999999998,0.02850198745727539
tev_dem500m,-230.55199999999996,0.03562760353088379
tev_dem500m,-225.08239999999998,0.04275310039520264
tev_dem500m,-219.61279999999996,0.049878597259521484
tev_dem500m,-214.14319999999998,0.05700409412384033
tev_dem500m,-208.67359999999996,0.06412959098815918
tev_dem500m,-203.20399999999998,0.07125508785247803
tev_dem500m,-197.73439999999997,0.07838058471679688
tev_dem500m,-192.26479999999998,0.08550608158111572
tev_dem500m,-186.79519999999997,0.09263157844543457
tev_dem500m,-181.32559999999995,0.09975707530975342
tev_dem500m,-175.856,0.10688257217407227
tev_dem500m,-170.38639999999998,0.11400806903839111
tev_dem500m,-164.91679999999997,0.12113356590270996
tev_dem500m,-159.44719999999998,0.1282590627670288
tev_dem500m,-153.97759999999997,0.13538455963134766
tev_dem500m,-148.50799999999998,0.1425100564956665
tev_dem500m,-143.03839999999997,0.14963555335998535
tev_dem500m,-137.56879999999995,0.1567610502243042
tev_dem500m,-132.09919999999997,0.1638866662979126
tev_dem500m,-126.62959999999995,0.17101216316223145
tev_dem500m,-121.15999999999997,0.1781376600265503
tev_dem500m,-115.69039999999998,0.18526315689086914
tev_dem500m,-110.22079999999997,0.192388653755188
tev_dem500m,-104.75119999999995,0.19951415061950684
tev_dem500m,-99.28159999999994,0.20663964748382568
tev_dem500m,-93.81199999999998,0.21376514434814453
tev_dem500m,-88.34239999999997,0.22089064121246338
tev_dem500m,-82.87279999999996,0.22801613807678223
tev_dem500m,-77.40319999999997,0.23514163494110107
tev_dem500m,-71.93359999999996,0.24226713180541992
tev_dem500m,-66.46399999999997,0.24939262866973877
tev_dem500m,-60.994399999999985,0.2565181255340576
tev_dem500m,-55.52479999999997,0.26364362239837646
tev_dem500m,-50.05519999999996,0.2707691192626953
tev_dem500m,-44.58559999999994,0.27789461612701416
tev_dem500m,-39.115999999999985,0.285020112991333
tev_dem500m,-33.64639999999997,0.29214560985565186
tev_dem500m,-28.176799999999957,0.29452085494995117
tev_dem500m,-22.707199999999972,0.2873953580856323
tev_dem500m,-17.237599999999958,0.2802698612213135
tev_dem500m,-11.767999999999944,0.27314436435699463
tev_dem500m,-6.298399999999958,0.2660188674926758
tev_dem500m,-0.8287999999999442,0.2588932514190674
tev_dem500m,4.64080000000007,0.25176775455474854
tev_dem500m,10.110400000000027,0.2446422576904297
tev_dem500m,15.580000000000041,0.23751676082611084
tev_dem500m,21.049600000000055,0.230391263961792
tev_dem500m,26.519200000000012,0.22326576709747314
tev_dem500m,31.988800000000083,0.2161402702331543
tev_dem500m,37.45840000000004,0.20901477336883545
tev_dem500m,42.928,0.2018892765045166
tev_dem500m,48.39760000000007,0.19476377964019775
tev_dem500m,53.867200000000025,0.1876382827758789
tev_dem500m,59.336800000000096,0.18076229095458984
tev_dem500m,64.80640000000005,0.17455220222473145
tev_dem500m,70.27600000000001,0.1683422327041626
tev_dem500m,75.74560000000008,0.16213226318359375
tev_dem500m,81.21520000000004,0.1559222936630249
tev_dem500m,86.68480000000005,0.1497122049331665
tev_dem500m,92.15440000000007,0.14350223541259766
tev_dem500m,97.62400000000002,0.1372922658920288
tev_dem500m,103.09360000000004,0.13108229637145996
tev_dem500m,108.56320000000005,0.12487220764160156
tev_dem500m,114.03280000000007,0.11866223812103271
tev_dem500m,119.50240000000002,0.11245226860046387
tev_dem500m,124.97200000000004,0.10624229907989502
tev_dem500m,130.44160000000005,0.10003221035003662
tev_dem500m,135.9112,0.09382224082946777
tev_dem500m,141.38080000000008,0.08761227130889893
tev_dem500m,146.85040000000004,0.08140230178833008
tev_dem500m,152.32000000000005,0.07519221305847168
tev_dem500m,157.78960000000006,0.06898224353790283
tev_dem500m,163.25920000000002,0.06277227401733398
tev_dem500m,168.7288000000001,0.05656230449676514
tev_dem500m,174.19840000000005,0.05035233497619629
tev_dem500m,179.668,0.04414224624633789
tev_dem500m,185.13760000000008,0.03793227672576904
tev_dem500m,190.60720000000003,0.031722307205200195
tev_dem500m,196.07680000000005,0.025512337684631348
tev_dem500m,201.54640000000006,0.01930224895477295
tev_dem500m,207.01600000000008,0.013092279434204102
tev_dem500m,212.48560000000003,0.006882309913635254
tev_dem500m,217.95520000000005,6.723403930664062E-4
tev_dem500m,223.42480000000006,-0.005537748336791992
tev_dem500m,228.89440000000002,-0.01174771785736084
tev_dem500m,234.3640000000001,-0.017957687377929688
tev_dem500m,239.83360000000005,-0.024167656898498535
tev_dem500m,245.30320000000006,-0.030377745628356934
tev_dem500m,250.77280000000007,-0.03658771514892578
tev_dem500m,256.2424000000001,-0.04279768466949463
tev_dem500m,261.7120000000001,-0.04900765419006348
tev_dem500m,267.1816000000001,-0.055217742919921875
tev_dem500m,272.65120000000013,-0.06142771244049072
tev_dem500m,278.12080000000003,-0.06763768196105957
tev_dem500m,283.59040000000005,-0.07384765148162842
tev_dem500m,289.06000000000006,-0.08005762100219727
tev_dem500m,294.5296000000001,-0.08626770973205566
tev_dem500m,299.9992000000001,-0.09247767925262451
tev_dem500m,305.4688000000001,-0.09868764877319336
tev_dem500m,310.9384,-0.10489761829376221
tev_dem500m,316.408,-0.1111077070236206
tev_dem500m,321.87760000000014,-0.11731767654418945
tev_dem500m,327.34720000000004,-0.1235276460647583
tev_dem500m,332.81680000000006,-0.12973761558532715
tev_dem500m,338.28640000000007,-0.13594770431518555
tev_dem500m,343.756,-0.1421576738357544
tev_dem500m,349.2256000000001,-0.14836764335632324
tev_dem500m,354.6952000000001,-0.1545776128768921
tev_dem500m,360.1648,-0.1607877016067505
tev_dem500m,365.6344,-0.16699767112731934
tev_dem500m,371.10400000000004,-0.17320764064788818
tev_dem500m,376.57360000000017,-0.17941761016845703
tev_dem500m,382.04320000000007,-0.18562769889831543
tev_dem500m,387.5128000000001,-0.19183766841888428
tev_dem500m,392.9824000000001,-0.19804763793945312
tev_dem500m,398.452,-0.20425760746002197
tev_dem500m,403.9216000000001,-0.21046769618988037
tev_dem500m,409.39120000000014,-0.21667766571044922
tev_dem500m,414.86080000000004,-0.22288763523101807
tev_dem500m,420.33040000000005,-0.22909760475158691
tev_dem500m,425.80000000000007,-0.23530757427215576
tev_dem500m,431.2696000000001,-0.24151766300201416
tev_dem500m,436.7392000000001,-0.247727632522583
tev_dem500m,442.2088000000001,-0.25393760204315186
tev_dem500m,447.6784,-0.26014769077301025
tev_dem500m,453.148,-0.2663576602935791
tev_dem500m,458.61760000000015,-0.27256762981414795
tev_dem500m,464.08720000000005,-0.2787775993347168
tev_dem500m,469.55680000000007,-2.3066214323043823
tev_dem500m,475.0264000000001,-2.3128312826156616
tev_dem500m,480.496,-2.31904137134552
tev_dem500m,485.9656000000001,-2.3252514600753784
tev_dem500m,491.4352000000001,-2.3314613103866577
tev_dem500m,496.9048,-2.337671399116516
tev_dem500m,502.37440000000004,-2.3438812494277954
tev_dem500m,507.84400000000005,-2.350091338157654
tev_dem500m,513.3136000000001,-2.356301426887512
tev_dem500m,518.7832000000001,-2.3625112771987915
tev_dem500m,524.2528000000001,-2.36872136592865
tev_dem500m,529.7224,-2.3749314546585083
tev_dem500m,535.192,-2.3811413049697876
tev_dem500m,540.6616000000001,-2.387351393699646
tev_dem500m,546.1312000000001,-2.3935612440109253
tev_dem500m,551.6008,-2.3997713327407837
tev_dem500m,557.0704000000001,-2.405981183052063
tev_dem500m,562.5400000000001,-2.4121912717819214
tev_dem500m,568.0096000000001,-2.41840136051178
tev_dem500m,573.4792000000001,-2.424611210823059
tev_dem500m,578.9488000000001,-2.4308212995529175
tev_dem500m,584.4184,-2.437031388282776
tev_dem500m,589.888,-2.443241238594055
tev_dem500m,595.3576000000002,-2.4494510889053345
tev_dem500m,600.8272000000001,-2.455661416053772
tev_dem500m,606.2968000000001,-2.4670101404190063
tev_dem500m,611.7664000000001,-2.4794918298721313
tev_dem500m,617.236,-2.491973042488098
tev_dem500m,622.7056000000001,-2.504454731941223
