Predictor variable,Categorical,Sample average
tev_acc500m,false,7416.052325581395
tev_dem500m,false,153.34302325581396
tev_dir500m,false,14.436046511627907
tev_landuse500m1,false,31.901162790697676
tev_topoindex500m,false,15.357543047084365
