Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,tev_acc500m contribution,tev_dem500m contribution,tev_dir500m contribution,tev_landuse500m1 contribution,tev_topoindex500m contribution,tev_acc500m permutation importance,tev_dem500m permutation importance,tev_dir500m permutation importance,tev_landuse500m1 permutation importance,tev_topoindex500m permutation importance,Training gain without tev_acc500m,Training gain without tev_dem500m,Training gain without tev_dir500m,Training gain without tev_landuse500m1,Training gain without tev_topoindex500m,Training gain with only tev_acc500m,Training gain with only tev_dem500m,Training gain with only tev_dir500m,Training gain with only tev_landuse500m1,Training gain with only tev_topoindex500m,Test gain without tev_acc500m,Test gain without tev_dem500m,Test gain without tev_dir500m,Test gain without tev_landuse500m1,Test gain without tev_topoindex500m,Test gain with only tev_acc500m,Test gain with only tev_dem500m,Test gain with only tev_dir500m,Test gain with only tev_landuse500m1,Test gain with only tev_topoindex500m,AUC without tev_acc500m,AUC without tev_dem500m,AUC without tev_dir500m,AUC without tev_landuse500m1,AUC without tev_topoindex500m,AUC with only tev_acc500m,AUC with only tev_dem500m,AUC with only tev_dir500m,AUC with only tev_landuse500m1,AUC with only tev_topoindex500m,Entropy,Prevalence (average of logistic output over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 logistic threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 logistic threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 logistic threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence logistic threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence logistic threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity logistic threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity logistic threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity logistic threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity logistic threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value logistic threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions logistic threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
flood,172,1.8084,2.0574,500,0.9510,1546,1.8051,0.9399,0.0024,10172,3.7051,29.9622,2.0206,12.9076,51.4045,2.6724,26.9080,5.8883,6.3170,58.2144,1.7724,1.5995,1.7693,1.7069,1.6837,0.8885,1.0467,0.0851,0.6740,1.3028,1.7820,1.4639,1.7957,1.6670,1.7438,0.7435,1.2334,0.0634,0.8161,1.1146,0.9384,0.9133,0.9402,0.9297,0.9371,0.7794,0.8881,0.6192,0.8188,0.8720,7.4218,0.0797,1.0000,0.0145,0.4323,0.0000,0.0032,0E0,5.0000,0.0744,0.2646,0.0233,0.0356,0E0,10.0000,0.1278,0.1899,0.0523,0.0712,0E0,1.0405,0.0152,0.4278,0.0000,0.0039,0E0,17.6787,0.2138,0.1265,0.0988,0.1326,0E0,19.7283,0.2389,0.1149,0.1163,0.1572,0E0,13.4132,0.1641,0.1570,0.0581,0.0944,0E0,17.3923,0.2101,0.1282,0.0988,0.1281,0E0,13.5948,0.1668,0.1554,0.0640,0.0951,0E0,2.7096,0.0404,0.3284,0.0058,0.0155,0E0,12.5633,0.1547,0.1644,0.0581,0.0873,0E0
