Predictor variable,Categorical,Sample average
tev_acc500m,false,6265.519069166128
tev_dem500m,false,148.36586942469296
tev_dir500m,false,15.968325791855204
tev_landuse500m1,false,33.19392372333549
tev_topoindex500m,false,14.86113519613097
